ptint	 lfx	 lfy	 lfz	 rfx	 rfy	 rfz	 tfx	 tfy	 tfz	 trx	 try	 trz	 tmx	 tmy	 tmz	 tix	 tiy	 tiz	 tdx	 tdy	 tdz	 imx	 imy	 imz	 ipx	 ipy	 ipz	 iphx	 iphy	 iphz	 idx	 idy	 idz	 mmx	 mmy	 mmz	 mpx	 mpy	 mpz	 mphx	 mphy	 mphz	 mdx	 mdy	 mdz	 rmx	 rmy	 rmz	 rpx	 rpy	 rpz	 rphx	 rphy	 rphz	 rdx	 rdy	 rdz	 lmx	 lmy	 lmz	 lpx	 lpy	 lpz	 lphx	 lphy	 lphz	 ldx	 ldy	 ldz	 cxth	 cyth	 cxind	 cyind	 cxmid	 cymid	 cxrin	 cyrin	 cxlit	 cylit	 fth	 find	 fmid	 frin	 flit	 cbx	 cby	 cbz	 tqy	 tqz	 fg	 ftl	 ftr	 tx	 ty	 tz	 cond
    
0.0000	-20.2535	80.0400	78.1273	0.6185	96.3189	81.1609	7.0016	73.4146	74.8771	16.5651	119.9292	52.4818	32.5760	108.7493	23.9584	2.0211	3.9597	0.2427	1.8946	2.1652	-0.0117	41.7221	57.7749	57.2984	63.5786	26.3088	18.6500	65.3657	19.9073	-9.1875	62.9975	20.1821	-29.7752	14.4109	45.4127	64.9011	36.4748	2.4156	25.0581	39.9018	-0.9323	-10.7353	40.9280	5.2936	-33.7775	-8.0912	38.7442	57.4803	7.3600	5.0772	16.6914	-0.2732	0.7137	0.6815	0.4769	0.7722	-1.1063	-31.7868	39.1399	53.1796	-23.2556	22.3704	12.6353	-19.0107	14.6678	-10.9478	-11.8229	13.1788	-26.4273	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5281	0.2503	0.0322	0.0684	0.1771	0.7440	-0.0843	-2.4105	0.0000	-0.0000	-0.0001	-0.0009	-0.0008	0.0000	0.0000	-0.0000	4.0000
0.0000	-20.3030	80.0791	78.1975	0.5676	96.3596	81.2335	6.9532	73.4550	74.9590	16.5216	119.9637	52.5520	32.5434	108.7751	24.0384	2.1705	4.3612	0.2782	2.0623	2.4957	-0.0402	41.6809	57.8120	57.3969	63.5497	26.3362	18.7585	65.3428	19.9319	-9.0775	62.9803	20.2071	-29.6664	14.3675	45.4507	64.9950	36.4453	2.4448	25.1657	39.8816	-0.9042	-10.6282	40.9123	5.3207	-33.6735	-8.1320	38.7781	57.5690	7.3330	5.1039	16.7899	-0.0053	0.7940	0.3043	0.5377	0.8225	-1.1759	-31.8261	39.1713	53.2604	-23.2795	22.3953	12.7214	-19.0249	14.6902	-10.8592	-11.8322	13.2006	-26.3378	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5280	0.2502	0.0322	0.0684	0.1771	0.7440	-0.0843	-2.4105	0.0000	-0.0000	0.0003	-0.0008	-0.0010	0.0000	0.0000	-0.0000	4.0000
0.0000	-20.3541	80.1204	78.2702	0.5150	96.4026	81.3086	6.9032	73.4977	75.0439	16.4765	120.0002	52.6245	32.5094	108.8026	24.1209	2.3245	4.7771	0.3155	2.2357	2.8390	-0.0694	41.6383	57.8514	57.4987	63.5199	26.3654	18.8709	65.3193	19.9582	-8.9636	62.9626	20.2337	-29.5537	14.3227	45.4909	65.0922	36.4150	2.4759	25.2772	39.8608	-0.8744	-10.5172	40.8961	5.3492	-33.5656	-8.1740	38.8140	57.6609	7.3053	5.1322	16.8921	0.2618	0.8758	-0.0688	0.6005	0.8751	-1.2471	-31.8667	39.2044	53.3442	-23.3042	22.4216	12.8108	-19.0395	14.7139	-10.7673	-11.8418	13.2236	-26.2448	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5280	0.2502	0.0322	0.0684	0.1771	0.7440	-0.0843	-2.4105	0.0000	-0.0000	0.0006	-0.0008	-0.0011	0.0000	0.0000	-0.0000	4.0000
0.0000	-20.4069	80.1639	78.3457	0.4606	96.4479	81.3863	6.8516	73.5428	75.1318	16.4297	120.0388	52.6996	32.4739	108.8321	24.2062	2.4830	5.2075	0.3545	2.4146	3.1953	-0.0994	41.5944	57.8931	57.6040	63.4892	26.3967	18.9872	65.2950	19.9862	-8.8457	62.9443	20.2619	-29.4370	14.2766	45.5333	65.1928	36.3839	2.5090	25.3927	39.8395	-0.8429	-10.4022	40.8794	5.3792	-33.4538	-8.2173	38.8520	57.7562	7.2768	5.1622	16.9980	0.5279	0.9589	-0.4373	0.6654	0.9299	-1.3198	-31.9084	39.2394	53.4311	-23.3296	22.4494	12.9036	-19.0547	14.7390	-10.6719	-11.8519	13.2480	-26.1483	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5279	0.2501	0.0322	0.0684	0.1771	0.7440	-0.0843	-2.4105	0.0000	-0.0000	0.0009	-0.0007	-0.0013	0.0000	0.0000	-0.0000	4.0000
0.0000	-20.4613	80.2096	78.4238	0.4045	96.4957	81.4667	6.7985	73.5902	75.2226	16.3812	120.0796	52.7770	32.4371	108.8634	24.2941	2.6461	5.6527	0.3953	2.5994	3.5649	-0.1301	41.5491	57.9372	57.7127	63.4575	26.4300	19.1075	65.2701	20.0159	-8.7237	62.9256	20.2916	-29.3162	14.2291	45.5780	65.2968	36.3520	2.5440	25.5123	39.8176	-0.8096	-10.2830	40.8623	5.4107	-33.3381	-8.2617	38.8920	57.8548	7.2475	5.1940	17.1079	0.7927	1.0433	-0.8006	0.7325	0.9871	-1.3942	-31.9514	39.2762	53.5213	-23.3559	22.4788	12.9998	-19.0704	14.7655	-10.5730	-11.8623	13.2737	-26.0482	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5279	0.2501	0.0322	0.0684	0.1771	0.7440	-0.0843	-2.4105	0.0000	-0.0000	0.0012	-0.0007	-0.0014	0.0000	0.0000	-0.0000	4.0000
0.0000	-20.5173	80.2576	78.5047	0.3466	96.5458	81.5498	6.7437	73.6400	75.3165	16.3310	120.1226	52.8570	32.3987	108.8968	24.3847	2.8139	6.1128	0.4380	2.7899	3.9480	-0.1616	41.5024	57.9838	57.8249	63.4250	26.4654	19.2319	65.2445	20.0474	-8.5976	62.9063	20.3230	-29.1914	14.1803	45.6252	65.4044	36.3192	2.5812	25.6359	39.7952	-0.7746	-10.1597	40.8446	5.4437	-33.2182	-8.3075	38.9342	57.9569	7.2175	5.2275	17.2216	1.0561	1.1291	-1.1583	0.8018	1.0467	-1.4701	-31.9956	39.3149	53.6147	-23.3829	22.5098	13.0995	-19.0866	14.7933	-10.4705	-11.8732	13.3008	-25.9446	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5279	0.2501	0.0322	0.0684	0.1771	0.7440	-0.0843	-2.4105	0.0000	-0.0000	0.0015	-0.0006	-0.0015	0.0000	0.0000	-0.0000	4.0000
0.0000	-20.5750	80.3079	78.5884	0.2868	96.5985	81.6356	6.6873	73.6924	75.4135	16.2790	120.1679	52.9395	32.3589	108.9322	24.4782	2.9863	6.5882	0.4825	2.9863	4.3448	-0.1938	41.4543	58.0329	57.9407	63.3914	26.5030	19.3604	65.2181	20.0808	-8.4672	62.8864	20.3561	-29.0625	14.1301	45.6747	65.5154	36.2856	2.6204	25.7638	39.7721	-0.7377	-10.0322	40.8265	5.4784	-33.0943	-8.3545	38.9785	58.0625	7.1867	5.2630	17.3394	1.3177	1.2162	-1.5100	0.8734	1.1087	-1.5476	-32.0410	39.3556	53.7115	-23.4107	22.5424	13.2028	-19.1034	14.8227	-10.3644	-11.8844	13.3293	-25.8372	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5278	0.2500	0.0322	0.0684	0.1771	0.7440	-0.0843	-2.4105	0.0000	-0.0000	0.0018	-0.0006	-0.0017	0.0000	0.0000	-0.0000	4.0000
0.0000	-20.6345	80.3606	78.6750	0.2252	96.6537	81.7242	6.6293	73.7473	75.5136	16.2252	120.2155	53.0246	32.3176	108.9697	24.5744	3.1635	7.0790	0.5290	3.1887	4.7556	-0.2268	41.4048	58.0846	58.0602	63.3570	26.5429	19.4931	65.1911	20.1161	-8.3327	62.8660	20.3909	-28.9293	14.0785	45.7267	65.6300	36.2512	2.6618	25.8959	39.7485	-0.6989	-9.9005	40.8079	5.5146	-32.9662	-8.4028	39.0251	58.1716	7.1551	5.3003	17.4611	1.5774	1.3047	-1.8552	0.9472	1.1732	-1.6266	-32.0876	39.3984	53.8116	-23.4394	22.5767	13.3096	-19.1207	14.8536	-10.2545	-11.8961	13.3593	-25.7262	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5278	0.2500	0.0322	0.0684	0.1771	0.7440	-0.0843	-2.4105	0.0000	-0.0000	0.0021	-0.0005	-0.0018	0.0000	0.0000	-0.0000	4.0000
0.0000	-20.6956	80.4158	78.7644	0.1618	96.7116	81.8157	6.5696	73.8049	75.6169	16.1696	120.2656	53.1123	32.2747	109.0094	24.6734	3.3454	7.5855	0.5775	3.3971	5.1805	-0.2605	41.3538	58.1389	58.1833	63.3215	26.5850	19.6300	65.1634	20.1534	-8.1938	62.8451	20.4275	-28.7919	14.0255	45.7813	65.7483	36.2159	2.7054	26.0323	39.7243	-0.6582	-9.7643	40.7888	5.5525	-32.8338	-8.4524	39.0741	58.2843	7.1227	5.3395	17.5870	1.8349	1.3944	-2.1935	1.0232	1.2403	-1.7072	-32.1356	39.4432	53.9151	-23.4688	22.6127	13.4200	-19.1386	14.8860	-10.1409	-11.9082	13.3907	-25.6113	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5278	0.2500	0.0322	0.0684	0.1771	0.7440	-0.0843	-2.4105	-0.0000	-0.0000	0.0024	-0.0005	-0.0019	0.0000	0.0000	-0.0000	4.0000
