jxt	 T_yCCW24	 T_yCW24	 T_yCCW28	 T_yCW28	 T_yCCW32	 T_yCW32
RinPIP	58.9887	25.2335	53.6379	40.3418	25.3193	39.9332
LitPIP	77.2329	45.5578	99.6418	67.6234	42.2564	92.7468
ThDIP	149.4571	116.5983	146.5599	128.2395	176.2091	191.2408
IndDIP	38.6605	43.3744	29.9362	36.7887	81.8023	63.3001
MidDIP	12.4586	8.8946	12.2789	9.8769	11.5433	16.0287
RinDIP	21.6406	9.2572	19.6776	14.7998	9.2886	14.6499
LitDIP	29.2021	17.2256	37.6750	25.5687	15.9773	35.0680
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	586.2991	457.8818	575.7765	503.9622	692.2025	751.1169
IndMCP_f	204.9371	230.0679	158.5899	195.5297	433.7906	335.7951
MidMCP_f	72.8229	52.1758	71.9144	57.7610	67.6225	93.7976
RinMMCP_fCP	116.8068	49.9524	106.5185	79.9631	50.2266	79.1922
LitMCP_f	143.2498	84.4900	185.3081	125.5506	78.4323	172.2014
ThPIP	382.7942	298.9507	375.9240	329.0365	451.9385	490.4037
IndPIP	88.1400	98.9484	68.2068	84.0941	186.5661	144.4198
MidPIP	31.4806	22.5551	31.0879	24.9695	29.2326	40.5478
RinPIP	58.9215	25.1977	53.7317	40.3362	25.3361	39.9473
LitPIP	77.1958	45.5308	99.8606	67.6579	42.2664	92.7975
ThDIP	149.4675	116.7296	146.7850	128.4771	176.4659	191.4852
IndDIP	38.7167	43.4644	29.9608	36.9395	81.9517	63.4384
MidDIP	12.4435	8.9155	12.2883	9.8698	11.5549	16.0275
RinDIP	21.6160	9.2440	19.7120	14.7977	9.2948	14.6551
LitDIP	29.1881	17.2154	37.7578	25.5818	15.9811	35.0872
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	586.3496	458.4303	576.6735	504.9228	693.2434	752.0903
IndMCP_f	205.2363	230.5644	158.7215	196.3532	434.6041	336.5336
MidMCP_f	72.7356	52.3019	71.9664	57.7227	67.6903	93.7930
RinMMCP_fCP	116.6795	49.8862	106.7075	79.9529	50.2644	79.2208
LitMCP_f	143.1824	84.4425	185.7239	125.6116	78.4537	172.2989
ThPIP	382.8272	299.3088	376.5097	329.6637	452.6181	491.0392
IndPIP	88.2687	99.1619	68.2635	84.4482	186.9159	144.7375
MidPIP	31.4429	22.6096	31.1104	24.9530	29.2619	40.5458
RinPIP	58.8573	25.1643	53.8271	40.3311	25.3551	39.9618
LitPIP	77.1595	45.5052	100.0847	67.6908	42.2779	92.8501
ThDIP	149.4804	116.8694	147.0137	128.7220	176.7313	191.7334
IndDIP	38.7732	43.5582	29.9856	37.0950	82.1054	63.5779
MidDIP	12.4286	8.9370	12.2971	9.8633	11.5665	16.0267
RinDIP	21.5924	9.2318	19.7470	14.7959	9.3018	14.6604
LitDIP	29.1744	17.2057	37.8425	25.5942	15.9855	35.1071
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	586.4100	459.0113	577.5847	505.9119	694.3175	753.0786
IndMCP_f	205.5370	231.0802	158.8548	197.2025	435.4404	337.2791
MidMCP_f	72.6491	52.4321	72.0156	57.6871	67.7581	93.7906
RinMMCP_fCP	116.5581	49.8245	106.8995	79.9436	50.3067	79.2503
LitMCP_f	143.1165	84.3975	186.1493	125.6694	78.4777	172.3998
ThPIP	382.8667	299.6882	377.1046	330.3095	453.3194	491.6845
IndPIP	88.3980	99.3837	68.3208	84.8135	187.2756	145.0581
MidPIP	31.4055	22.6659	31.1316	24.9376	29.2912	40.5448
RinPIP	58.7960	25.1332	53.9239	40.3264	25.3765	39.9766
LitPIP	77.1240	45.4809	100.3139	67.7219	42.2908	92.9045
ThDIP	149.4958	117.0176	147.2460	128.9741	177.0051	191.9853
IndDIP	38.8300	43.6556	30.0108	37.2555	82.2633	63.7187
MidDIP	12.4138	8.9593	12.3056	9.8572	11.5781	16.0263
RinDIP	21.5699	9.2204	19.7825	14.7941	9.3096	14.6658
LitDIP	29.1610	17.1966	37.9292	25.6060	15.9904	35.1276
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	586.4804	459.6244	578.5099	506.9292	695.4246	754.0817
IndMCP_f	205.8393	231.6149	158.9899	198.0774	436.2994	338.0316
MidMCP_f	72.5635	52.5662	72.0618	57.6543	67.8259	93.7904
RinMMCP_fCP	116.4428	49.7673	107.0946	79.9352	50.3534	79.2804
LitMCP_f	143.0524	84.3550	186.5843	125.7239	78.5047	172.5040
ThPIP	382.9126	300.0884	377.7087	330.9737	454.0422	492.3394
IndPIP	88.5280	99.6137	68.3789	85.1898	187.6450	145.3817
MidPIP	31.3685	22.7238	31.1516	24.9234	29.3205	40.5447
RinPIP	58.7379	25.1044	54.0223	40.3221	25.4001	39.9919
LitPIP	77.0895	45.4580	100.5483	67.7513	42.3054	92.9606
ThDIP	149.5138	117.1739	147.4818	129.2335	177.2874	192.2411
IndDIP	38.8871	43.7567	30.0363	37.4208	82.4256	63.8609
MidDIP	12.3992	8.9822	12.3134	9.8516	11.5897	16.0263
RinDIP	21.5486	9.2098	19.8186	14.7926	9.3183	14.6714
LitDIP	29.1479	17.1879	38.0178	25.6171	15.9959	35.1489
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	586.5612	460.2686	579.4488	507.9745	696.5647	755.0999
IndMCP_f	206.1427	232.1682	159.1268	198.9779	437.1810	338.7909
MidMCP_f	72.4790	52.7040	72.1048	57.6242	67.8938	93.7925
RinMMCP_fCP	116.3337	49.7144	107.2926	79.9277	50.4046	79.3114
LitMCP_f	142.9902	84.3149	187.0288	125.7752	78.5345	172.6117
ThPIP	382.9654	300.5090	378.3217	331.6562	454.7866	493.0042
IndPIP	88.6585	99.8517	68.4378	85.5771	188.0242	145.7083
MidPIP	31.3320	22.7834	31.1702	24.9104	29.3498	40.5456
RinPIP	58.6829	25.0777	54.1222	40.3184	25.4259	40.0075
LitPIP	77.0560	45.4364	100.7879	67.7790	42.3215	93.0187
ThDIP	149.5344	117.3381	147.7212	129.5000	177.5780	192.5006
IndDIP	38.9445	43.8612	30.0622	37.5909	82.5922	64.0043
MidDIP	12.3847	9.0057	12.3208	9.8465	11.6012	16.0267
RinDIP	21.5284	9.2000	19.8553	14.7912	9.3277	14.6771
LitDIP	29.1352	17.1797	38.1084	25.6276	16.0019	35.1708
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	586.6528	460.9431	580.4015	509.0475	697.7374	756.1332
IndMCP_f	206.4473	232.7395	159.2657	199.9039	438.0852	339.5571
MidMCP_f	72.3955	52.8454	72.1446	57.5969	67.9616	93.7970
RinMMCP_fCP	116.2313	49.6658	107.4936	79.9210	50.4603	79.3430
LitMCP_f	142.9301	84.2772	187.4828	125.8233	78.5674	172.7228
ThPIP	383.0252	300.9494	378.9437	332.3567	455.5523	493.6788
IndPIP	88.7895	100.0974	68.4975	85.9753	188.4131	146.0378
MidPIP	31.2959	22.8446	31.1874	24.8986	29.3791	40.5475
RinPIP	58.6312	25.0532	54.2236	40.3150	25.4540	40.0235
LitPIP	77.0236	45.4161	101.0325	67.8049	42.3391	93.0786
ThDIP	149.5577	117.5101	147.9641	129.7735	177.8770	192.7640
IndDIP	39.0020	43.9691	30.0885	37.7658	82.7630	64.1491
MidDIP	12.3705	9.0299	12.3276	9.8418	11.6128	16.0274
RinDIP	21.5094	9.1910	19.8925	14.7900	9.3380	14.6830
LitDIP	29.1230	17.1721	38.2009	25.6373	16.0086	35.1934
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	586.7555	461.6471	581.3676	510.1478	698.9426	757.1817
IndMCP_f	206.7528	233.3282	159.4067	200.8549	439.0117	340.3302
MidMCP_f	72.3133	52.9904	72.1810	57.5723	68.0294	93.8039
RinMMCP_fCP	116.1357	49.6214	107.6974	79.9153	50.5204	79.3755
LitMCP_f	142.8723	84.2419	187.9462	125.8681	78.6032	172.8375
ThPIP	383.0922	301.4090	379.5745	333.0751	456.3391	494.3634
IndPIP	88.9209	100.3505	68.5581	86.3843	188.8116	146.3703
MidPIP	31.2603	22.9072	31.2031	24.8879	29.4084	40.5505
RinPIP	58.5830	25.0308	54.3264	40.3121	25.4843	40.0398
LitPIP	76.9924	45.3971	101.2823	67.8290	42.3584	93.1403
ThDIP	149.5839	117.6895	148.2104	130.0540	178.1842	193.0313
IndDIP	39.0597	44.0803	30.1151	37.9455	82.9380	64.2951
MidDIP	12.3564	9.0546	12.3338	9.8376	11.6244	16.0286
RinDIP	21.4917	9.1828	19.9302	14.7889	9.3492	14.6890
LitDIP	29.1112	17.1649	38.2953	25.6465	16.0159	35.2168
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	586.8698	462.3794	582.3470	511.2749	700.1800	758.2456
IndMCP_f	207.0591	233.9337	159.5498	201.8308	439.9605	341.1101
MidMCP_f	72.2323	53.1385	72.2137	57.5504	68.0971	93.8132
RinMMCP_fCP	116.0473	49.5810	107.9042	79.9104	50.5848	79.4087
LitMCP_f	142.8170	84.2088	188.4189	125.9096	78.6420	172.9557
ThPIP	383.1669	301.8872	380.2139	333.8110	457.1470	495.0580
IndPIP	89.0526	100.6110	68.6197	86.8040	189.2196	146.7057
MidPIP	31.2254	22.9713	31.2173	24.8785	29.4377	40.5545
RinPIP	58.5384	25.0104	54.4307	40.3097	25.5167	40.0566
LitPIP	76.9626	45.3793	101.5370	67.8514	42.3794	93.2040
ThDIP	149.6131	117.8762	148.4600	130.3414	178.4997	193.3026
IndDIP	39.1176	44.1947	30.1421	38.1299	83.1173	64.4425
MidDIP	12.3426	9.0800	12.3394	9.8338	11.6360	16.0302
RinDIP	21.4754	9.1753	19.9685	14.7880	9.3611	14.6952
LitDIP	29.0999	17.1581	38.3916	25.6549	16.0238	35.2409
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	586.9962	463.1391	583.3393	512.4285	701.4492	759.3248
IndMCP_f	207.3659	234.5554	159.6950	202.8312	440.9312	341.8969
MidMCP_f	72.1527	53.2898	72.2429	57.5312	68.1648	93.8250
RinMMCP_fCP	115.9665	49.5445	108.1139	79.9064	50.6535	79.4427
LitMCP_f	142.7643	84.1780	188.9007	125.9479	78.6840	173.0775
ThPIP	383.2494	302.3832	380.8618	334.5642	457.9757	495.7626
IndPIP	89.1846	100.8784	68.6822	87.2343	189.6371	147.0441
MidPIP	31.1909	23.0367	31.2299	24.8702	29.4670	40.5596
RinPIP	58.4976	24.9920	54.5365	40.3076	25.5514	40.0737
LitPIP	76.9342	45.3627	101.7966	67.8720	42.4020	93.2697
ThDIP	149.6453	118.0699	148.7130	130.6354	178.8232	193.5777
IndDIP	39.1755	44.3122	30.1696	38.3188	83.3007	64.5911
MidDIP	12.3290	9.1058	12.3444	9.8306	11.6476	16.0322
RinDIP	21.4604	9.1686	20.0073	14.7873	9.3738	14.7014
LitDIP	29.0892	17.1518	38.4898	25.6627	16.0324	35.2657
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	587.1352	463.9249	584.3444	513.6081	702.7501	760.4195
IndMCP_f	207.6733	235.1926	159.8425	203.8556	441.9238	342.6904
MidMCP_f	72.0746	53.4439	72.2683	57.5148	68.2324	93.8392
RinMMCP_fCP	115.8938	49.5117	108.3263	79.9033	50.7264	79.4775
LitMCP_f	142.7143	84.1493	189.3916	125.9829	78.7290	173.2031
ThPIP	383.3402	302.8962	381.5180	335.3343	458.8251	496.4773
IndPIP	89.3168	101.1524	68.7456	87.6749	190.0640	147.3854
MidPIP	31.1571	23.1033	31.2409	24.8631	29.4962	40.5658
RinPIP	58.4609	24.9754	54.6436	40.3061	25.5882	40.0913
LitPIP	76.9073	45.3472	102.0612	67.8909	42.4263	93.3374
ThDIP	149.6807	118.2702	148.9692	130.9361	179.1549	193.8568
IndDIP	39.2336	44.4326	30.1974	38.5124	83.4882	64.7410
MidDIP	12.3156	9.1322	12.3487	9.8277	11.6591	16.0346
RinDIP	21.4470	9.1625	20.0466	14.7867	9.3873	14.7079
LitDIP	29.0790	17.1460	38.5898	25.6699	16.0416	35.2913
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	587.2873	464.7356	585.3619	514.8130	704.0824	761.5297
IndMCP_f	207.9810	235.8446	159.9922	204.9035	442.9380	343.4906
MidMCP_f	71.9979	53.6008	72.2900	57.5009	68.2999	93.8560
RinMMCP_fCP	115.8295	49.4825	108.5414	79.9011	50.8035	79.5130
LitMCP_f	142.6673	84.1228	189.8913	126.0147	78.7772	173.3326
ThPIP	383.4395	303.4256	382.1823	336.1211	459.6949	497.2022
IndPIP	89.4491	101.4328	68.8100	88.1256	190.5002	147.7295
MidPIP	31.1240	23.1711	31.2503	24.8571	29.5254	40.5731
RinPIP	58.4285	24.9607	54.7522	40.3050	25.6271	40.1092
LitPIP	76.8819	45.3329	102.3305	67.9080	42.4522	93.4071
ThDIP	149.7195	118.4769	149.2286	131.2433	179.4945	194.1398
IndDIP	39.2917	44.5557	30.2257	38.7103	83.6798	64.8922
MidDIP	12.3025	9.1590	12.3524	9.8254	11.6706	16.0375
RinDIP	21.4351	9.1571	20.0864	14.7863	9.4016	14.7145
LitDIP	29.0694	17.1406	38.6916	25.6763	16.0514	35.3177
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	587.4531	465.5701	586.3914	516.0428	705.4458	762.6557
IndMCP_f	208.2889	236.5106	160.1441	205.9744	443.9736	344.2975
MidMCP_f	71.9227	53.7601	72.3079	57.4897	68.3673	93.8753
RinMMCP_fCP	115.7741	49.4567	108.7591	79.8998	50.8847	79.5493
LitMCP_f	142.6232	84.0982	190.3999	126.0433	78.8285	173.4660
ThPIP	383.5477	303.9704	382.8545	336.9240	460.5850	497.9373
IndPIP	89.5816	101.7192	68.8753	88.5862	190.9456	148.0766
MidPIP	31.0915	23.2400	31.2580	24.8522	29.5545	40.5814
RinPIP	58.4006	24.9477	54.8620	40.3043	25.6680	40.1275
LitPIP	76.8582	45.3197	102.6045	67.9235	42.4799	93.4790
ThDIP	149.7617	118.6896	149.4911	131.5568	179.8421	194.4268
IndDIP	39.3499	44.6816	30.2544	38.9127	83.8754	65.0446
MidDIP	12.2897	9.1862	12.3555	9.8235	11.6822	16.0408
RinDIP	21.4248	9.1523	20.1267	14.7860	9.4166	14.7212
LitDIP	29.0605	17.1356	38.7953	25.6822	16.0619	35.3449
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	587.6330	466.4271	587.4326	517.2967	706.8399	763.7974
IndMCP_f	208.5969	237.1899	160.2983	207.0678	445.0303	345.1110
MidMCP_f	71.8492	53.9216	72.3220	57.4810	68.4345	93.8971
RinMMCP_fCP	115.7282	49.4342	108.9792	79.8995	50.9699	79.5863
LitMCP_f	142.5824	84.0757	190.9170	126.0689	78.8831	173.6035
ThPIP	383.6652	304.5299	383.5343	337.7427	461.4952	498.6827
IndPIP	89.7140	102.0114	68.9416	89.0564	191.4001	148.4265
MidPIP	31.0597	23.3098	31.2641	24.8485	29.5836	40.5908
RinPIP	58.3774	24.9364	54.9730	40.3041	25.7110	40.1462
LitPIP	76.8362	45.3075	102.8832	67.9372	42.5093	93.5531
ThDIP	149.8076	118.9081	149.7565	131.8765	180.1975	194.7179
IndDIP	39.4081	44.8099	30.2835	39.1192	84.0751	65.1983
MidDIP	12.2771	9.2138	12.3579	9.8220	11.6936	16.0445
RinDIP	21.4163	9.1482	20.1674	14.7860	9.4324	14.7280
LitDIP	29.0521	17.1310	38.9006	25.6874	16.0730	35.3729
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	587.8277	467.3053	588.4852	518.5742	708.2644	764.9548
IndMCP_f	208.9049	237.8816	160.4546	208.1830	446.1078	345.9311
MidMCP_f	71.7773	54.0852	72.3324	57.4749	68.5016	93.9215
RinMMCP_fCP	115.6921	49.4149	109.2015	79.9000	51.0591	79.6242
LitMCP_f	142.5447	84.0551	191.4425	126.0913	78.9409	173.7452
ThPIP	383.7923	305.1033	384.2215	338.5767	462.4253	499.4385
IndPIP	89.8465	102.3089	69.0088	89.5360	191.8635	148.7792
MidPIP	31.0286	23.3805	31.2686	24.8458	29.6126	40.6013
RinPIP	58.3592	24.9266	55.0851	40.3044	25.7560	40.1653
LitPIP	76.8159	45.2964	103.1664	67.9493	42.5404	93.6295
ThDIP	149.8573	119.1320	150.0249	132.2022	180.5607	195.0130
IndDIP	39.4663	44.9406	30.3131	39.3299	84.2786	65.3533
MidDIP	12.2648	9.2417	12.3597	9.8209	11.7051	16.0487
RinDIP	21.4097	9.1446	20.2085	14.7861	9.4489	14.7350
LitDIP	29.0445	17.1268	39.0077	25.6920	16.0847	35.4018
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	588.0377	468.2034	589.5486	519.8746	709.7191	766.1282
IndMCP_f	209.2128	238.5850	160.6131	209.3193	447.2058	346.7576
MidMCP_f	71.7071	54.2506	72.3390	57.4712	68.5686	93.9483
RinMMCP_fCP	115.6665	49.3986	109.4260	79.9016	51.1522	79.6628
LitMCP_f	142.5104	84.0364	191.9763	126.1109	79.0019	173.8913
ThPIP	383.9294	305.6897	384.9159	339.4258	463.3751	500.2045
IndPIP	89.9789	102.6114	69.0770	90.0247	192.3357	149.1346
MidPIP	30.9983	23.4520	31.2714	24.8442	29.6415	40.6129
RinPIP	58.3463	24.9184	55.1983	40.3052	25.8030	40.1847
LitPIP	76.7974	45.2863	103.4540	67.9598	42.5733	93.7082
ThDIP	149.9108	119.3610	150.2960	132.5337	180.9315	195.3121
IndDIP	39.5245	45.0734	30.3430	39.5446	84.4861	65.5094
MidDIP	12.2528	9.2700	12.3608	9.8203	11.7166	16.0533
RinDIP	21.4049	9.1416	20.2501	14.7864	9.4661	14.7422
LitDIP	29.0375	17.1230	39.1165	25.6959	16.0972	35.4315
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	588.2636	469.1202	590.6226	521.1972	711.2034	767.3175
IndMCP_f	209.5206	239.2993	160.7737	210.4759	448.3240	347.5905
MidMCP_f	71.6386	54.4176	72.3419	57.4700	68.6354	93.9776
RinMMCP_fCP	115.6517	49.3852	109.6523	79.9041	51.2492	79.7021
LitMCP_f	142.4796	84.0195	192.5182	126.1275	79.0662	174.0420
ThPIP	384.0769	306.2882	385.6171	340.2893	464.3442	500.9810
IndPIP	90.1113	102.9186	69.1461	90.5222	192.8166	149.4928
MidPIP	30.9687	23.5242	31.2727	24.8437	29.6704	40.6256
RinPIP	58.3388	24.9117	55.3125	40.3065	25.8519	40.2046
LitPIP	76.7808	45.2772	103.7460	67.9688	42.6080	93.7894
ThDIP	149.9684	119.5947	150.5698	132.8709	181.3099	195.6153
IndDIP	39.5826	45.2084	30.3734	39.7631	84.6973	65.6667
MidDIP	12.2411	9.2985	12.3613	9.8201	11.7280	16.0583
RinDIP	21.4022	9.1391	20.2919	14.7868	9.4840	14.7495
LitDIP	29.0312	17.1195	39.2269	25.6993	16.1103	35.4622
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	588.5059	470.0545	591.7067	522.5412	712.7170	768.5226
IndMCP_f	209.8281	240.0237	160.9364	211.6523	449.4620	348.4295
MidMCP_f	71.5719	54.5860	72.3413	57.4711	68.7020	94.0094
RinMMCP_fCP	115.6482	49.3746	109.8803	79.9077	51.3498	79.7422
LitMCP_f	142.4523	84.0044	193.0679	126.1414	79.1339	174.1974
ThPIP	384.2351	306.8982	386.3248	341.1668	465.3324	501.7679
IndPIP	90.2435	103.2302	69.2160	91.0281	193.3061	149.8537
MidPIP	30.9398	23.5970	31.2724	24.8442	29.6992	40.6394
RinPIP	58.3371	24.9063	55.4275	40.3083	25.9027	40.2248
LitPIP	76.7661	45.2691	104.0423	67.9763	42.6444	93.8732
ThDIP	150.0301	119.8329	150.8461	133.2135	181.6958	195.9225
IndDIP	39.6407	45.3452	30.4041	39.9853	84.9123	65.8253
MidDIP	12.2297	9.3273	12.3612	9.8203	11.7394	16.0637
RinDIP	21.4015	9.1371	20.3341	14.7875	9.5027	14.7569
LitDIP	29.0256	17.1165	39.3389	25.7022	16.1241	35.4939
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	588.7651	471.0051	592.8003	523.9060	714.2593	769.7437
IndMCP_f	210.1353	240.7575	161.1010	212.8475	450.6194	349.2747
MidMCP_f	71.5070	54.7555	72.3371	57.4746	68.7684	94.0436
RinMMCP_fCP	115.6565	49.3667	110.1097	79.9123	51.4541	79.7831
LitMCP_f	142.4286	83.9911	193.6253	126.1527	79.2049	174.3576
ThPIP	384.4043	307.5189	387.0389	342.0578	466.3394	502.5651
IndPIP	90.3757	103.5458	69.2868	91.5421	193.8038	150.2172
MidPIP	30.9118	23.6703	31.2706	24.8457	29.7279	40.6541
RinPIP	58.3412	24.9023	55.5432	40.3106	25.9553	40.2454
LitPIP	76.7533	45.2619	104.3427	67.9824	42.6827	93.9595
ThDIP	150.0962	120.0752	151.1249	133.5614	182.0890	196.2338
IndDIP	39.6987	45.4839	30.4352	40.2111	85.1310	65.9849
MidDIP	12.2186	9.3563	12.3605	9.8209	11.7507	16.0696
RinDIP	21.4031	9.1357	20.3766	14.7883	9.5220	14.7644
LitDIP	29.0208	17.1137	39.4525	25.7045	16.1385	35.5265
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	589.0418	471.9710	593.9031	525.2908	715.8299	770.9805
IndMCP_f	210.4422	241.4999	161.2676	214.0608	451.7956	350.1257
MidMCP_f	71.4439	54.9261	72.3296	57.4803	68.8347	94.0802
