jxt	 T_yCCW24	 T_yCW24	 T_yCCW28	 T_yCW28	 T_yCCW32	 T_yCW32
RinMMCP_fCP	154.2655	51.4470	127.8179	86.3540	65.3536	85.2609
LitMCP_f	159.8895	90.8081	245.1057	126.1945	94.2718	200.7118
ThPIP	444.9919	359.5207	449.1199	420.7141	572.8612	579.5756
IndPIP	103.5986	126.6796	76.0600	135.2187	243.3133	179.5606
MidPIP	30.8244	27.9573	29.7462	25.3028	30.9938	42.4730
RinPIP	77.8170	25.9517	64.4759	43.5600	32.9667	43.0086
LitPIP	86.1628	48.9356	132.0849	68.0049	50.8021	108.1615
ThDIP	173.7535	140.3801	175.3654	164.2739	223.6820	226.3037
IndDIP	45.5071	55.6457	33.4104	59.3966	106.8787	78.8744
MidDIP	12.1841	11.0508	11.7579	10.0016	12.2511	16.7885
RinDIP	28.5480	9.5206	23.6536	15.9804	12.0942	15.7781
LitDIP	32.5786	18.5028	49.9419	25.7130	19.2085	40.8964
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	682.6477	550.9955	688.5725	644.8940	878.5520	888.3045
IndMCP_f	241.1679	294.6994	177.0121	314.8770	566.5757	417.7845
MidMCP_f	71.3245	64.7006	68.8025	58.5206	71.6878	98.2482
RinMMCP_fCP	154.6128	51.4388	128.0284	86.3673	65.4188	85.3165
LitMCP_f	160.2214	90.9313	245.3551	126.1787	94.3900	200.9086
ThPIP	445.7002	359.7445	449.5685	421.0508	573.6060	579.9734
IndPIP	103.7223	126.7453	76.1299	135.4233	243.6747	179.6821
MidPIP	30.8329	27.9695	29.7426	25.2979	30.9900	42.4717
RinPIP	77.9922	25.9476	64.5821	43.5668	32.9996	43.0367
LitPIP	86.3416	49.0019	132.2193	67.9964	50.8658	108.2676
ThDIP	174.0301	140.4675	175.5405	164.4054	223.9728	226.4590
IndDIP	45.5614	55.6746	33.4411	59.4865	107.0374	78.9278
MidDIP	12.1875	11.0556	11.7565	9.9996	12.2495	16.7880
RinDIP	28.6122	9.5191	23.6926	15.9829	12.1062	15.7884
LitDIP	32.6462	18.5279	49.9928	25.7098	19.2326	40.9365
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	683.7261	551.3295	689.2518	645.3904	879.6804	888.8947
IndMCP_f	241.4533	294.8451	177.1753	315.3397	567.4090	418.0563
MidMCP_f	71.3442	64.7278	68.7953	58.5093	71.6782	98.2443
RinMMCP_fCP	154.9530	51.4303	128.2396	86.3766	65.4815	85.3717
LitMCP_f	160.5555	91.0546	245.5963	126.1617	94.5069	201.1007
ThPIP	446.4043	359.9627	450.0120	421.3749	574.3427	580.3587
IndPIP	103.8450	126.8079	76.2001	135.6223	244.0331	179.7990
MidPIP	30.8414	27.9812	29.7396	25.2930	30.9858	42.4701
RinPIP	78.1638	25.9433	64.6886	43.5714	33.0312	43.0645
LitPIP	86.5217	49.0684	132.3493	67.9873	50.9288	108.3711
ThDIP	174.3050	140.5526	175.7137	164.5319	224.2604	226.6095
IndDIP	45.6153	55.7021	33.4719	59.5739	107.1948	78.9792
MidDIP	12.1908	11.0603	11.7553	9.9977	12.2479	16.7874
RinDIP	28.6752	9.5175	23.7317	15.9846	12.1178	15.7987
LitDIP	32.7143	18.5530	50.0419	25.7063	19.2564	40.9756
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	684.7979	551.6551	689.9235	645.8675	880.7969	889.4659
IndMCP_f	241.7364	294.9840	177.3392	315.7896	568.2354	418.3174
MidMCP_f	71.3638	64.7541	68.7892	58.4982	71.6680	98.2397
RinMMCP_fCP	155.2860	51.4215	128.4514	86.3816	65.5419	85.4266
LitMCP_f	160.8918	91.1781	245.8294	126.1437	94.6227	201.2878
ThPIP	447.1040	360.1752	450.4505	421.6864	575.0717	580.7316
IndPIP	103.9668	126.8677	76.2706	135.8158	244.3885	179.9113
MidPIP	30.8499	27.9926	29.7369	25.2882	30.9814	42.4681
RinPIP	78.3318	25.9389	64.7955	43.5739	33.0617	43.0922
LitPIP	86.7029	49.1350	132.4749	67.9776	50.9912	108.4719
ThDIP	174.5782	140.6356	175.8849	164.6536	224.5451	226.7551
IndDIP	45.6688	55.7283	33.5029	59.6589	107.3510	79.0285
MidDIP	12.1942	11.0648	11.7542	9.9958	12.2462	16.7866
RinDIP	28.7368	9.5159	23.7709	15.9855	12.1290	15.8088
LitDIP	32.7828	18.5782	50.0894	25.7026	19.2800	41.0138
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	685.8630	551.9726	690.5874	646.3255	881.9018	890.0181
IndMCP_f	242.0171	295.1163	177.5039	316.2267	569.0550	418.5678
MidMCP_f	71.3834	64.7793	68.7841	58.4874	71.6571	98.2342
RinMMCP_fCP	155.6120	51.4126	128.6638	86.3823	65.6001	85.4812
LitMCP_f	161.2303	91.3018	246.0545	126.1247	94.7374	201.4700
ThPIP	447.7994	360.3825	450.8840	421.9855	575.7931	581.0922
IndPIP	104.0875	126.9246	76.3414	136.0038	244.7410	180.0190
MidPIP	30.8584	28.0035	29.7347	25.2835	30.9767	42.4657
RinPIP	78.4962	25.9344	64.9026	43.5743	33.0910	43.1198
LitPIP	86.8853	49.2016	132.5962	67.9673	51.0530	108.5701
ThDIP	174.8498	140.7166	176.0542	164.7703	224.8267	226.8959
IndDIP	45.7218	55.7533	33.5340	59.7415	107.5058	79.0758
MidDIP	12.1975	11.0691	11.7534	9.9939	12.2443	16.7856
RinDIP	28.7971	9.5143	23.8102	15.9857	12.1398	15.8189
LitDIP	32.8518	18.6034	50.1353	25.6988	19.3034	41.0509
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	686.9212	552.2821	691.2435	646.7646	882.9955	890.5514
IndMCP_f	242.2955	295.2421	177.6691	316.6513	569.8680	418.8076
MidMCP_f	71.4030	64.8037	68.7799	58.4767	71.6456	98.2281
RinMMCP_fCP	155.9309	51.4037	128.8767	86.3787	65.6561	85.5355
LitMCP_f	161.5709	91.4257	246.2715	126.1045	94.8511	201.6472
ThPIP	448.4904	360.5846	451.3124	422.2721	576.5071	581.4404
IndPIP	104.2072	126.9787	76.4125	136.1864	245.0907	180.1221
MidPIP	30.8668	28.0140	29.7329	25.2789	30.9717	42.4631
RinPIP	78.6571	25.9298	65.0100	43.5725	33.1193	43.1471
LitPIP	87.0689	49.2683	132.7132	67.9564	51.1143	108.6656
ThDIP	175.1196	140.7955	176.2215	164.8823	225.1055	227.0318
IndDIP	45.7744	55.7771	33.5652	59.8217	107.6594	79.1211
MidDIP	12.2009	11.0732	11.7527	9.9921	12.2423	16.7846
RinDIP	28.8561	9.5126	23.8496	15.9850	12.1501	15.8290
LitDIP	32.9212	18.6286	50.1795	25.6946	19.3266	41.0870
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	687.9726	552.5842	691.8919	647.1848	884.0782	891.0658
IndMCP_f	242.5713	295.3618	177.8350	317.0634	570.6745	419.0369
MidMCP_f	71.4227	64.8270	68.7768	58.4664	71.6334	98.2212
RinMMCP_fCP	156.2427	51.3947	129.0900	86.3708	65.7101	85.5895
LitMCP_f	161.9138	91.5497	246.4805	126.0833	94.9640	201.8194
ThPIP	449.1768	360.7818	451.7357	422.5465	577.2140	581.7762
IndPIP	104.3259	127.0301	76.4838	136.3637	245.4375	180.2207
MidPIP	30.8753	28.0241	29.7316	25.2745	30.9664	42.4601
RinPIP	78.8144	25.9253	65.1176	43.5685	33.1465	43.1744
LitPIP	87.2537	49.3352	132.8258	67.9450	51.1751	108.7584
ThDIP	175.3876	140.8725	176.3867	164.9894	225.3816	227.1629
IndDIP	45.8265	55.7997	33.5966	59.8996	107.8118	79.1644
MidDIP	12.2042	11.0772	11.7521	9.9904	12.2403	16.7834
RinDIP	28.9138	9.5110	23.8890	15.9835	12.1601	15.8390
LitDIP	32.9910	18.6539	50.2221	25.6903	19.3496	41.1221
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	689.0170	552.8790	692.5324	647.5864	885.1503	891.5613
IndMCP_f	242.8446	295.4754	178.0014	317.4632	571.4746	419.2557
MidMCP_f	71.4423	64.8494	68.7748	58.4563	71.6206	98.2136
RinMMCP_fCP	156.5474	51.3858	129.3036	86.3586	65.7622	85.6432
LitMCP_f	162.2588	91.6739	246.6815	126.0611	95.0761	201.9864
ThPIP	449.8587	360.9743	452.1539	422.8087	577.9140	582.0998
IndPIP	104.4434	127.0790	76.5554	136.5356	245.7816	180.3148
MidPIP	30.8838	28.0338	29.7307	25.2701	30.9609	42.4568
RinPIP	78.9681	25.9208	65.2253	43.5623	33.1728	43.2015
LitPIP	87.4396	49.4021	132.9341	67.9330	51.2355	108.8484
ThDIP	175.6538	140.9476	176.5500	165.0918	225.6549	227.2893
IndDIP	45.8782	55.8212	33.6280	59.9751	107.9629	79.2057
MidDIP	12.2076	11.0811	11.7518	9.9886	12.2381	16.7821
RinDIP	28.9702	9.5093	23.9286	15.9813	12.1698	15.8489
LitDIP	33.0613	18.6792	50.2630	25.6858	19.3724	41.1561
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	690.0543	553.1669	693.1650	647.9694	886.2118	892.0382
IndMCP_f	243.1153	295.5832	178.1684	317.8509	572.2682	419.4641
MidMCP_f	71.4619	64.8709	68.7737	58.4465	71.6071	98.2054
RinMMCP_fCP	156.8450	51.3771	129.5175	86.3419	65.8123	85.6966
LitMCP_f	162.6059	91.7983	246.8747	126.0379	95.1873	202.1483
ThPIP	450.5360	361.1622	452.5669	423.0588	578.6070	582.4111
IndPIP	104.5598	127.1254	76.6272	136.7023	246.1230	180.4045
MidPIP	30.8923	28.0431	29.7302	25.2659	30.9551	42.4533
RinPIP	79.1182	25.9164	65.3332	43.5539	33.1981	43.2284
LitPIP	87.6266	49.4692	133.0382	67.9205	51.2955	108.9357
ThDIP	175.9183	141.0210	176.7113	165.1894	225.9255	227.4108
IndDIP	45.9293	55.8415	33.6595	60.0484	108.1128	79.2451
MidDIP	12.2109	11.0847	11.7516	9.9870	12.2358	16.7807
RinDIP	29.0253	9.5077	23.9682	15.9782	12.1790	15.8588
LitDIP	33.1321	18.7045	50.3024	25.6811	19.3951	41.1891
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	691.0845	553.4481	693.7896	648.3341	887.2631	892.4965
IndMCP_f	243.3833	295.6855	178.3358	318.2266	573.0555	419.6623
MidMCP_f	71.4815	64.8915	68.7736	58.4370	71.5929	98.1966
RinMMCP_fCP	157.1357	51.3687	129.7316	86.3209	65.8607	85.7498
LitMCP_f	162.9551	91.9229	247.0600	126.0136	95.2979	202.3051
ThPIP	451.2086	361.3459	452.9747	423.2969	579.2934	582.7103
IndPIP	104.6751	127.1694	76.6993	136.8639	246.4616	180.4897
MidPIP	30.9008	28.0520	29.7302	25.2618	30.9489	42.4495
RinPIP	79.2648	25.9122	65.4412	43.5433	33.2225	43.2553
LitPIP	87.8148	49.5363	133.1381	67.9074	51.3551	109.0201
ThDIP	176.1809	141.0927	176.8705	165.2824	226.1935	227.5277
IndDIP	45.9799	55.8609	33.6912	60.1193	108.2616	79.2825
MidDIP	12.2143	11.0882	11.7516	9.9853	12.2333	16.7792
RinDIP	29.0791	9.5061	24.0078	15.9743	12.1880	15.8686
LitDIP	33.2032	18.7299	50.3402	25.6761	19.4176	41.2210
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	692.1074	553.7231	694.4061	648.6806	888.3042	892.9362
IndMCP_f	243.6484	295.7823	178.5037	318.5905	573.8365	419.8503
MidMCP_f	71.5012	64.9110	68.7745	58.4278	71.5781	98.1872
RinMMCP_fCP	157.4193	51.3606	129.9458	86.2954	65.9074	85.8028
LitMCP_f	163.3063	92.0477	247.2376	125.9883	95.4078	202.4566
ThPIP	451.8764	361.5254	453.3773	423.5231	579.9732	582.9974
IndPIP	104.7891	127.2110	76.7715	137.0204	246.7975	180.5705
MidPIP	30.9093	28.0604	29.7306	25.2578	30.9425	42.4454
RinPIP	79.4079	25.9081	65.5493	43.5305	33.2460	43.2820
LitPIP	88.0041	49.6035	133.2338	67.8938	51.4143	109.1018
ThDIP	176.4417	141.1628	177.0277	165.3707	226.4589	227.6398
IndDIP	46.0300	55.8792	33.7229	60.1881	108.4091	79.3181
MidDIP	12.2177	11.0916	11.7517	9.9838	12.2308	16.7776
RinDIP	29.1316	9.5047	24.0474	15.9696	12.1966	15.8784
LitDIP	33.2748	18.7553	50.3763	25.6710	19.4400	41.2519
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	693.1231	553.9921	695.0145	649.0091	889.3354	893.3577
IndMCP_f	243.9107	295.8739	178.6720	318.9428	574.6113	420.0283
MidMCP_f	71.5209	64.9297	68.7764	58.4190	71.5627	98.1773
RinMMCP_fCP	157.6961	51.3530	130.1600	86.2656	65.9523	85.8556
LitMCP_f	163.6596	92.1726	247.4074	125.9620	95.5170	202.6029
ThPIP	452.5396	361.7011	453.7745	423.7376	580.6464	583.2726
IndPIP	104.9019	127.2504	76.8438	137.1719	247.1307	180.6471
MidPIP	30.9178	28.0685	29.7314	25.2540	30.9358	42.4411
RinPIP	79.5475	25.9043	65.6573	43.5154	33.2687	43.3086
LitPIP	88.1945	49.6709	133.3253	67.8796	51.4731	109.1806
ThDIP	176.7006	141.2314	177.1828	165.4545	226.7218	227.7472
IndDIP	46.0796	55.8965	33.7547	60.2546	108.5555	79.3517
MidDIP	12.2210	11.0948	11.7521	9.9823	12.2282	16.7759
RinDIP	29.1828	9.5032	24.0870	15.9641	12.2050	15.8882
LitDIP	33.3467	18.7808	50.4109	25.6656	19.4622	41.2817
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	694.1314	554.2555	695.6146	649.3197	890.3566	893.7611
IndMCP_f	244.1701	295.9605	178.8405	319.2836	575.3798	420.1964
MidMCP_f	71.5407	64.9474	68.7793	58.4105	71.5466	98.1669
RinMMCP_fCP	157.9659	51.3458	130.3741	86.2313	65.9957	85.9082
LitMCP_f	164.0148	92.2977	247.5696	125.9346	95.6256	202.7438
ThPIP	453.1979	361.8730	454.1663	423.9403	581.3132	583.5359
IndPIP	105.0135	127.2877	76.9163	137.3185	247.4612	180.7194
MidPIP	30.9264	28.0761	29.7327	25.2503	30.9289	42.4366
RinPIP	79.6836	25.9007	65.7653	43.4981	33.2906	43.3352
LitPIP	88.3859	49.7383	133.4127	67.8649	51.5316	109.2566
ThDIP	176.9577	141.2985	177.3358	165.5336	226.9821	227.8501
IndDIP	46.1286	55.9128	33.7865	60.3190	108.7007	79.3835
MidDIP	12.2244	11.0978	11.7526	9.9808	12.2254	16.7741
RinDIP	29.2327	9.5019	24.1267	15.9577	12.2130	15.8979
LitDIP	33.4191	18.8063	50.4440	25.6600	19.4844	41.3104
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	695.1323	554.5134	696.2064	649.6126	891.3679	894.1465
IndMCP_f	244.4265	296.0424	179.0093	319.6131	576.1420	420.3548
MidMCP_f	71.5606	64.9642	68.7832	58.4023	71.5298	98.1561
RinMMCP_fCP	158.2289	51.3393	130.5879	86.1927	66.0375	85.9607
LitMCP_f	164.3720	92.4230	247.7242	125.9061	95.7335	202.8794
ThPIP	453.8514	362.0414	454.5527	424.1316	581.9735	583.7876
IndPIP	105.1237	127.3228	76.9889	137.4602	247.7890	180.7876
MidPIP	30.9349	28.0834	29.7343	25.2468	30.9217	42.4319
RinPIP	79.8163	25.8974	65.8732	43.4787	33.3117	43.3617
LitPIP	88.5784	49.8058	133.4960	67.8495	51.5898	109.3296
ThDIP	177.2128	141.3643	177.4867	165.6083	227.2400	227.9483
IndDIP	46.1770	55.9283	33.8184	60.3813	108.8447	79.4134
MidDIP	12.2278	11.1007	11.7532	9.9794	12.2226	16.7723
RinDIP	29.2814	9.5007	24.1662	15.9506	12.2207	15.9077
LitDIP	33.4919	18.8318	50.4755	25.6542	19.5064	41.3381
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	696.1257	554.7663	696.7896	649.8881	892.3694	894.5142
IndMCP_f	244.6797	296.1196	179.1782	319.9315	576.8980	420.5038
MidMCP_f	71.5805	64.9800	68.7881	58.3946	71.5125	98.1448
RinMMCP_fCP	158.4851	51.3335	130.8015	86.1498	66.0778	86.0131
LitMCP_f	164.7311	92.5485	247.8713	125.8764	95.8407	203.0097
ThPIP	454.5000	362.2065	454.9334	424.3114	582.6273	584.0277
IndPIP	105.2327	127.3561	77.0615	137.5972	248.1142	180.8516
MidPIP	30.9436	28.0902	29.7364	25.2434	30.9142	42.4271
RinPIP	79.9455	25.8944	65.9809	43.4570	33.3320	43.3881
LitPIP	88.7719	49.8734	133.5753	67.8335	51.6476	109.3998
ThDIP	177.4661	141.4288	177.6353	165.6785	227.4953	228.0421
IndDIP	46.2249	55.9429	33.8503	60.4414	108.9875	79.4415
MidDIP	12.2312	11.1034	11.7541	9.9781	12.2196	16.7703
RinDIP	29.3288	9.4996	24.2058	15.9427	12.2282	15.9174
LitDIP	33.5651	18.8574	50.5055	25.6482	19.5282	41.3646
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	697.1116	555.0144	697.3642	650.1462	893.3610	894.8645
IndMCP_f	244.9299	296.1924	179.3471	320.2391	577.6477	420.6434
MidMCP_f	71.6005	64.9949	68.7939	58.3871	71.4945	98.1331
RinMMCP_fCP	158.7346	51.3285	131.0145	86.1027	66.1167	86.0655
LitMCP_f	165.0921	92.6741	248.0109	125.8456	95.9473	203.1345
ThPIP	455.1437	362.3685	455.3086	424.4800	583.2747	584.2564
IndPIP	105.3402	127.3874	77.1342	137.7295	248.4366	180.9117
MidPIP	30.9522	28.0967	29.7390	25.2402	30.9064	42.4220
RinPIP	80.0714	25.8919	66.0884	43.4333	33.3516	43.4145
LitPIP	88.9664	49.9411	133.6505	67.8169	51.7050	109.4671
ThDIP	177.7174	141.4920	177.7818	165.7444	227.7481	228.1314
IndDIP	46.2721	55.9566	33.8822	60.4995	109.1291	79.4679
MidDIP	12.2346	11.1059	11.7551	9.9768	12.2165	16.7684
RinDIP	29.3750	9.4987	24.2452	15.9339	12.2354	15.9270
LitDIP	33.6386	18.8830	50.5339	25.6419	19.5499	41.3900
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	698.0899	555.2581	697.9299	650.3873	894.3426	895.1975
IndMCP_f	245.1768	296.2611	179.5161	320.5360	578.3909	420.7740
MidMCP_f	71.6206	65.0089	68.8007	58.3801	71.4760	98.1211
RinMMCP_fCP	158.9775	51.3243	131.2270	86.0513	66.1541	86.1178
LitMCP_f	165.4548	92.7999	248.1432	125.8136	96.0531	203.2538
ThPIP	455.7824	362.5276	455.6779	424.6374	583.9156	584.4738
IndPIP	105.4464	127.4169	77.2068	137.8572	248.7562	180.9678
MidPIP	30.9609	28.1027	29.7419	25.2371	30.8984	42.4168
RinPIP	80.1939	25.8898	66.1956	43.4073	33.3705	43.4409
LitPIP	89.1619	50.0089	133.7218	67.7996	51.7620	109.5314
ThDIP	177.9668	141.5542	177.9260	165.8058	227.9983	228.2163
IndDIP	46.3188	55.9696	33.9142	60.5556	109.2695	79.4926
MidDIP	12.2381	11.1083	11.7562	9.9756	12.2134	16.7663
RinDIP	29.4199	9.4979	24.2845	15.9244	12.2423	15.9367
LitDIP	33.7125	18.9086	50.5609	25.6354	19.5715	41.4143
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	699.0605	555.4976	698.4866	650.6116	895.3142	895.5137
IndMCP_f	245.4205	296.3257	179.6848	320.8224	579.1277	420.8957
MidMCP_f	71.6408	65.0219	68.8084	58.3734	71.4569	98.1088
RinMMCP_fCP	159.2139	51.3210	131.4388	85.9958	66.1902	86.1701
LitMCP_f	165.8194	92.9259	248.2681	125.7803	96.1581	203.3677
ThPIP	456.4161	362.6840	456.0414	424.7838	584.5500	584.6802
IndPIP	105.5512	127.4447	77.2794	137.9803	249.0731	181.0202
MidPIP	30.9696	28.1084	29.7452	25.2342	30.8901	42.4115
RinPIP	80.3131	25.8882	66.3024	43.3794	33.3887	43.4673
LitPIP	89.3583	50.0768	133.7891	67.7817	51.8186	109.5927
ThDIP	178.2143	141.6152	178.0680	165.8630	228.2460	228.2969
IndDIP	46.3648	55.9818	33.9460	60.6097	109.4087	79.5156
MidDIP	12.2415	11.1105	11.7575	9.9745	12.2101	16.7642
RinDIP	29.4637	9.4973	24.3237	15.9142	12.2490	15.9464
LitDIP	33.7868	18.9343	50.5863	25.6286	19.5929	41.4375
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	700.0233	555.7331	699.0340	650.8192	896.2756	895.8132
IndMCP_f	245.6607	296.3866	179.8534	321.0985	579.8579	421.0088
MidMCP_f	71.6612	65.0340	68.8170	58.3670	71.4373	98.0962
RinMMCP_fCP	159.4438	51.3188	131.6496	85.9363	66.2250	86.2225
LitMCP_f	166.1856	93.0519	248.3857	125.7457	96.2623	203.4760
ThPIP	457.0447	362.8378	456.3988	424.9194	585.1777	584.8758
IndPIP	105.6546	127.4709	77.3519	138.0991	249.3872	181.0688
MidPIP	30.9785	28.1136	29.7489	25.2315	30.8816	42.4060
RinPIP	80.4291	25.8870	66.4087	43.3493	33.4062	43.4937
LitPIP	89.5557	50.1447	133.8525	67.7631	51.8748	109.6511
ThDIP	178.4597	141.6753	178.2075	165.9159	228.4911	228.3732
IndDIP	46.4102	55.9933	33.9779	60.6619	109.5467	79.5369
MidDIP	12.2450	11.1126	11.7590	9.9734	12.2067	16.7620
RinDIP	29.5062	9.4969	24.3627	15.9031	12.2554	15.9561
LitDIP	33.8614	18.9600	50.6103	25.6215	19.6141	41.4596
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
