ptint	 lfx	 lfy	 lfz	 rfx	 rfy	 rfz	 tfx	 tfy	 tfz	 trx	 try	 trz	 tmx	 tmy	 tmz	 tix	 tiy	 tiz	 tdx	 tdy	 tdz	 imx	 imy	 imz	 ipx	 ipy	 ipz	 iphx	 iphy	 iphz	 idx	 idy	 idz	 mmx	 mmy	 mmz	 mpx	 mpy	 mpz	 mphx	 mphy	 mphz	 mdx	 mdy	 mdz	 rmx	 rmy	 rmz	 rpx	 rpy	 rpz	 rphx	 rphy	 rphz	 rdx	 rdy	 rdz	 lmx	 lmy	 lmz	 lpx	 lpy	 lpz	 lphx	 lphy	 lphz	 ldx	 ldy	 ldz	 cxth	 cyth	 cxind	 cyind	 cxmid	 cymid	 cxrin	 cyrin	 cxlit	 cylit	 fth	 find	 fmid	 frin	 flit	 cbx	 cby	 cbz	 tqy	 tqz	 fg	 ftl	 ftr	 tx	 ty	 tz	 cond
    
0.0000	-18.4715	77.9134	87.7474	5.5376	89.4962	86.4273	5.8084	65.2531	87.0313	27.1469	101.1972	53.9357	42.1488	76.8270	30.3573	35.9048	42.7222	7.5462	14.9165	24.3567	-2.9451	33.2792	37.5259	75.3596	47.8470	-10.9787	62.2005	49.6924	-31.9865	43.1949	49.7055	-43.9360	26.6459	5.2052	35.9025	85.8420	13.1726	-22.4057	75.5972	15.5199	-49.2232	52.6043	17.5409	-64.0886	34.7377	-17.9101	33.4316	80.3358	-14.7579	-15.9855	64.3507	-13.6562	-43.5249	40.4795	-7.7225	-56.6119	26.2086	-40.1738	38.0379	74.8768	-40.8283	4.9879	47.2892	-40.4343	-13.1387	29.2186	-35.8380	-21.4643	15.9818	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6157	0.3148	0.0291	0.0485	0.2233	-0.0550	-0.1155	-1.2599	0.0000	0.0000	-0.0020	-0.0008	0.0010	0.0000	-0.0000	-0.0000	3.0000
0.0000	-18.4663	77.9146	87.7634	5.5410	89.5000	86.4437	5.8137	65.2553	87.0575	27.1518	101.1906	53.9505	42.1552	76.8034	30.3894	35.9345	42.6990	7.6100	15.0563	24.3263	-2.8719	33.2940	37.5242	75.3987	47.8529	-10.9880	62.2177	49.6890	-31.9797	43.1913	49.6939	-43.9082	26.6255	5.2136	35.9008	85.8798	13.1921	-22.4107	75.6172	15.5464	-49.2178	52.6133	17.5691	-64.0750	34.7375	-17.9018	33.4277	80.3668	-14.7385	-15.9918	64.3712	-13.6264	-43.5189	40.4787	-7.6858	-56.5921	26.1966	-40.1678	38.0338	74.9037	-40.8174	4.9816	47.3128	-40.4134	-13.1356	29.2312	-35.8118	-21.4579	15.9919	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6157	0.3148	0.0291	0.0485	0.2233	-0.0550	-0.1155	-1.2599	-0.0000	0.0000	-0.0017	-0.0008	0.0009	0.0000	-0.0000	-0.0000	3.0000
0.0000	-18.4612	77.9159	87.7796	5.5442	89.5039	86.4603	5.8189	65.2575	87.0841	27.1567	101.1842	53.9660	42.1622	76.7802	30.4228	35.9673	42.6770	7.6757	15.2042	24.2969	-2.7972	33.3089	37.5226	75.4385	47.8590	-10.9971	62.2358	49.6860	-31.9728	43.1888	49.6830	-43.8805	26.6063	5.2222	35.8992	85.9181	13.2122	-22.4156	75.6370	15.5737	-49.2121	52.6218	17.5982	-64.0607	34.7366	-17.8933	33.4237	80.3981	-14.7186	-15.9981	64.3915	-13.5956	-43.5126	40.4772	-7.6479	-56.5715	26.1837	-40.1616	38.0295	74.9308	-40.8058	4.9753	47.3366	-40.3917	-13.1325	29.2437	-35.7845	-21.4515	16.0018	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6157	0.3148	0.0291	0.0485	0.2233	-0.0550	-0.1155	-1.2599	-0.0000	0.0000	-0.0015	-0.0008	0.0008	0.0000	-0.0000	-0.0000	3.0000
0.0000	-18.4561	77.9171	87.7960	5.5472	89.5079	86.4773	5.8240	65.2598	87.1111	27.1617	101.1779	53.9823	42.1699	76.7575	30.4577	36.0033	42.6563	7.7432	15.3604	24.2686	-2.7211	33.3239	37.5212	75.4791	47.8654	-11.0060	62.2549	49.6835	-31.9659	43.1874	49.6728	-43.8530	26.5885	5.2309	35.8975	85.9570	13.2327	-22.4205	75.6567	15.6018	-49.2058	52.6297	17.6282	-64.0455	34.7348	-17.8847	33.4196	80.4297	-14.6980	-16.0045	64.4116	-13.5639	-43.5058	40.4750	-7.6089	-56.5502	26.1698	-40.1552	38.0251	74.9580	-40.7938	4.9689	47.3604	-40.3691	-13.1295	29.2562	-35.7563	-21.4449	16.0116	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6157	0.3148	0.0291	0.0485	0.2233	-0.0550	-0.1155	-1.2599	-0.0000	0.0000	-0.0012	-0.0007	0.0008	0.0000	-0.0000	-0.0000	3.0000
0.0000	-18.4513	77.9184	87.8125	5.5500	89.5120	86.4947	5.8291	65.2622	87.1385	27.1668	101.1719	53.9993	42.1783	76.7352	30.4939	36.0427	42.6368	7.8126	15.5250	24.2416	-2.6435	33.3391	37.5199	75.5204	47.8721	-11.0147	62.2750	49.6814	-31.9589	43.1873	49.6632	-43.8257	26.5721	5.2396	35.8959	85.9963	13.2539	-22.4253	75.6762	15.6307	-49.1992	52.6370	17.6591	-64.0294	34.7323	-17.8759	33.4154	80.4615	-14.6768	-16.0108	64.4316	-13.5311	-43.4985	40.4720	-7.5687	-56.5281	26.1550	-40.1486	38.0206	74.9852	-40.7811	4.9624	47.3842	-40.3457	-13.1265	29.2685	-35.7271	-21.4383	16.0213	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6157	0.3148	0.0291	0.0485	0.2233	-0.0550	-0.1155	-1.2599	-0.0000	0.0000	-0.0010	-0.0007	0.0007	0.0000	-0.0000	0.0000	3.0000
0.0000	-18.4465	77.9196	87.8291	5.5525	89.5162	86.5124	5.8341	65.2647	87.1664	27.1718	101.1661	54.0171	42.1874	76.7134	30.5317	36.0855	42.6188	7.8840	15.6983	24.2158	-2.5645	33.3543	37.5188	75.5625	47.8790	-11.0232	62.2962	49.6799	-31.9518	43.1884	49.6544	-43.7986	26.5572	5.2485	35.8943	86.0360	13.2756	-22.4300	75.6955	15.6604	-49.1920	52.6437	17.6910	-64.0125	34.7289	-17.8669	33.4112	80.4936	-14.6550	-16.0171	64.4513	-13.4974	-43.4908	40.4683	-7.5273	-56.5051	26.1392	-40.1418	38.0160	75.0126	-40.7679	4.9558	47.4080	-40.3214	-13.1235	29.2807	-35.6969	-21.4316	16.0308	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6157	0.3148	0.0291	0.0485	0.2233	-0.0550	-0.1155	-1.2599	-0.0000	0.0000	-0.0007	-0.0007	0.0006	0.0000	-0.0000	0.0000	3.0000
0.0000	-18.4420	77.9209	87.8459	5.5548	89.5206	86.5304	5.8390	65.2672	87.1946	27.1769	101.1606	54.0358	42.1972	76.6922	30.5709	36.1318	42.6022	7.9573	15.8805	24.1915	-2.4840	33.3698	37.5179	75.6054	47.8863	-11.0314	62.3184	49.6790	-31.9447	43.1909	49.6463	-43.7718	26.5437	5.2575	35.8927	86.0762	13.2978	-22.4347	75.7145	15.6910	-49.1843	52.6497	17.7238	-63.9946	34.7245	-17.8577	33.4069	80.5259	-14.6326	-16.0234	64.4708	-13.4626	-43.4827	40.4638	-7.4847	-56.4813	26.1224	-40.1349	38.0113	75.0399	-40.7541	4.9492	47.4319	-40.2962	-13.1205	29.2928	-35.6656	-21.4248	16.0401	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6157	0.3148	0.0291	0.0485	0.2233	-0.0550	-0.1155	-1.2599	-0.0000	0.0000	-0.0005	-0.0006	0.0005	0.0000	-0.0000	0.0000	3.0000
0.0000	-18.4375	77.9221	87.8628	5.5569	89.5250	86.5487	5.8439	65.2699	87.2231	27.1820	101.1553	54.0553	42.2077	76.6716	30.6116	36.1818	42.5872	8.0326	16.0717	24.1686	-2.4020	33.3853	37.5172	75.6489	47.8939	-11.0395	62.3417	49.6786	-31.9375	43.1947	49.6391	-43.7453	26.5319	5.2665	35.8911	86.1168	13.3206	-22.4393	75.7332	15.7223	-49.1762	52.6551	17.7577	-63.9758	34.7193	-17.8484	33.4025	80.5583	-14.6095	-16.0297	64.4900	-13.4268	-43.4740	40.4585	-7.4409	-56.4567	26.1045	-40.1277	38.0064	75.0673	-40.7396	4.9424	47.4557	-40.2702	-13.1175	29.3047	-35.6333	-21.4179	16.0493	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6157	0.3148	0.0291	0.0485	0.2233	-0.0550	-0.1155	-1.2599	-0.0000	0.0000	-0.0002	-0.0006	0.0005	0.0000	-0.0000	0.0000	3.0000
0.0000	-18.4333	77.9234	87.8798	5.5587	89.5296	86.5674	5.8486	65.2726	87.2521	27.1871	101.1503	54.0756	42.2191	76.6516	30.6539	36.2355	42.5738	8.1099	16.2721	24.1473	-2.3186	33.4009	37.5166	75.6932	47.9017	-11.0472	62.3661	49.6788	-31.9303	43.1999	49.6327	-43.7191	26.5216	5.2757	35.8896	86.1578	13.3440	-22.4438	75.7517	15.7545	-49.1675	52.6597	17.7925	-63.9560	34.7130	-17.8389	33.3981	80.5910	-14.5858	-16.0360	64.5088	-13.3900	-43.4648	40.4524	-7.3958	-56.4313	26.0855	-40.1204	38.0015	75.0947	-40.7246	4.9356	47.4794	-40.2432	-13.1145	29.3164	-35.5998	-21.4110	16.0583	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6157	0.3148	0.0291	0.0485	0.2233	-0.0550	-0.1155	-1.2599	-0.0000	0.0000	-0.0000	-0.0006	0.0004	0.0000	-0.0000	0.0000	3.0000
