jxt	 T_yCCW24	 T_yCW24	 T_yCCW28	 T_yCW28	 T_yCCW32	 T_yCW32
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	615.2989	518.5241	505.8977	704.0259	706.4902	811.6505
IndMCP_f	217.1984	241.0985	149.9375	328.9204	395.3486	368.5132
MidMCP_f	70.2669	59.8102	53.3649	64.6375	64.3757	93.7102
RinMMCP_fCP	128.4253	79.3572	111.7242	101.4295	50.4891	106.9855
LitMCP_f	148.4602	94.9337	146.3940	144.7467	126.8278	169.9419
ThPIP	401.7282	338.5440	330.3002	459.6580	461.2670	529.9260
IndPIP	93.4134	103.6924	64.4856	141.4632	170.0328	158.4913
MidPIP	30.3757	25.8554	23.0691	27.9422	27.8290	40.5100
RinPIP	64.7823	40.0306	56.3576	51.1647	25.4685	53.9673
LitPIP	80.0037	51.1588	78.8902	78.0025	68.3462	91.5799
ThDIP	156.8606	132.1894	128.9705	179.4801	180.1084	206.9173
IndDIP	41.0331	45.5483	28.3262	62.1396	74.6892	69.6195
MidDIP	12.0067	10.2200	9.1186	11.0448	11.0001	16.0126
RinDIP	23.7660	14.6856	20.6754	18.7703	9.3434	19.7984
LitDIP	30.2498	19.3434	29.8288	29.4931	25.8420	34.6268
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	616.1676	520.2096	507.4387	704.7236	708.5818	813.1016
IndMCP_f	217.2434	242.2406	149.8857	329.3007	397.1218	368.8049
MidMCP_f	70.2835	59.9036	53.4715	64.7317	64.4601	93.8150
RinMMCP_fCP	128.7742	79.6278	111.9694	101.6155	50.4288	107.5973
LitMCP_f	148.8388	94.9835	147.4080	144.7470	126.8992	170.2907
ThPIP	402.2954	339.6445	331.3063	460.1135	462.6325	530.8734
IndPIP	93.4327	104.1836	64.4633	141.6267	170.7954	158.6168
MidPIP	30.3829	25.8957	23.1152	27.9829	27.8655	40.5553
RinPIP	64.9583	40.1671	56.4813	51.2585	25.4381	54.2759
LitPIP	80.2077	51.1856	79.4366	78.0027	68.3847	91.7679
ThDIP	157.0821	132.6191	129.3634	179.6580	180.6416	207.2872
IndDIP	41.0416	45.7641	28.3164	62.2115	75.0242	69.6746
MidDIP	12.0096	10.2359	9.1369	11.0609	11.0145	16.0305
RinDIP	23.8306	14.7357	20.7207	18.8047	9.3322	19.9117
LitDIP	30.3269	19.3535	30.0354	29.4932	25.8566	34.6979
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	617.0349	521.9080	508.9633	705.4304	710.6932	814.5556
IndMCP_f	217.2885	243.3976	149.8283	329.6886	398.9112	369.0961
MidMCP_f	70.3001	59.9979	53.5763	64.8253	64.5444	93.9187
RinMMCP_fCP	129.1201	79.9018	112.2102	101.7988	50.3658	108.2025
LitMCP_f	149.2185	95.0267	148.4188	144.7504	126.9743	170.6483
ThPIP	402.8617	340.7533	332.3017	460.5750	464.0110	531.8227
IndPIP	93.4521	104.6812	64.4386	141.7935	171.5650	158.7421
MidPIP	30.3901	25.9365	23.1605	28.0234	27.9019	40.6002
RinPIP	65.1328	40.3053	56.6028	51.3509	25.4063	54.5812
LitPIP	80.4123	51.2089	79.9813	78.0045	68.4251	91.9606
ThDIP	157.3032	133.0521	129.7520	179.8382	181.1798	207.6579
IndDIP	41.0501	45.9826	28.3055	62.2847	75.3623	69.7296
MidDIP	12.0124	10.2520	9.1548	11.0769	11.0289	16.0482
RinDIP	23.8946	14.7864	20.7653	18.8386	9.3206	20.0237
LitDIP	30.4043	19.3623	30.2413	29.4939	25.8719	34.7708
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	617.9007	523.6182	510.4705	706.1462	712.8231	816.0113
IndMCP_f	217.3340	244.5689	149.7655	330.0842	400.7158	369.3865
MidMCP_f	70.3167	60.0931	53.6793	64.9182	64.6284	94.0213
RinMMCP_fCP	129.4631	80.1789	112.4466	101.9793	50.3001	108.8006
LitMCP_f	149.5991	95.0634	149.4257	144.7570	127.0530	171.0150
ThPIP	403.4269	341.8699	333.2858	461.0423	465.4017	532.7732
IndPIP	93.4717	105.1850	64.4116	141.9637	172.3412	158.8669
MidPIP	30.3973	25.9776	23.2050	28.0635	27.9382	40.6445
RinPIP	65.3058	40.4451	56.7220	51.4420	25.3732	54.8829
LitPIP	80.6174	51.2287	80.5240	78.0081	68.4675	92.1582
ThDIP	157.5239	133.4881	130.1363	180.0207	181.7228	208.0290
IndDIP	41.0587	46.2039	28.2937	62.3595	75.7032	69.7845
MidDIP	12.0153	10.2683	9.1724	11.0928	11.0433	16.0658
RinDIP	23.9581	14.8377	20.8091	18.8720	9.3084	20.1343
LitDIP	30.4818	19.3698	30.4465	29.4952	25.8879	34.8455
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	618.7650	525.3393	511.9596	706.8711	714.9702	817.4676
IndMCP_f	217.3798	245.7538	149.6975	330.4876	402.5345	369.6756
MidMCP_f	70.3333	60.1891	53.7804	65.0106	64.7121	94.1227
RinMMCP_fCP	129.8032	80.4591	112.6782	102.1571	50.2317	109.3906
LitMCP_f	149.9807	95.0935	150.4282	144.7667	127.1354	171.3905
ThPIP	403.9912	342.9937	334.2580	461.5156	466.8035	533.7240
IndPIP	93.4914	105.6946	64.3824	142.1372	173.1233	158.9913
MidPIP	30.4044	26.0192	23.2488	28.1034	27.9744	40.6883
RinPIP	65.4774	40.5864	56.8389	51.5317	25.3387	55.1805
LitPIP	80.8230	51.2449	81.0642	78.0133	68.5119	92.3606
ThDIP	157.7442	133.9268	130.5159	180.2055	182.2702	208.4003
IndDIP	41.0674	46.4278	28.2808	62.4357	76.0468	69.8391
MidDIP	12.0181	10.2847	9.1896	11.1086	11.0576	16.0831
RinDIP	24.0210	14.8895	20.8519	18.9049	9.2957	20.2435
LitDIP	30.5596	19.3759	30.6508	29.4972	25.9047	34.9220
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	619.6279	527.0705	513.4295	707.6053	717.1335	818.9232
IndMCP_f	217.4261	246.9516	149.6244	330.8990	404.3660	369.9631
MidMCP_f	70.3498	60.2860	53.8796	65.1023	64.7956	94.2229
RinMMCP_fCP	130.1405	80.7422	112.9050	102.3322	50.1607	109.9721
LitMCP_f	150.3631	95.1172	151.4254	144.7794	127.2214	171.7749
ThPIP	404.5546	344.1239	335.2178	461.9950	468.2159	534.6743
IndPIP	93.5113	106.2097	64.3509	142.3141	173.9110	159.1149
MidPIP	30.4115	26.0610	23.2917	28.1431	28.0105	40.7316
RinPIP	65.6475	40.7292	56.9533	51.6200	25.3028	55.4738
LitPIP	81.0291	51.2577	81.6016	78.0201	68.5583	92.5677
ThDIP	157.9642	134.3682	130.8906	180.3926	182.8217	208.7713
IndDIP	41.0761	46.6541	28.2670	62.5134	76.3928	69.8934
MidDIP	12.0209	10.3013	9.2066	11.1243	11.0718	16.1002
RinDIP	24.0834	14.9419	20.8939	18.9373	9.2826	20.3511
LitDIP	30.6375	19.3808	30.8539	29.4998	25.9222	35.0003
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	620.4892	528.8108	514.8795	708.3486	719.3115	820.3769
IndMCP_f	217.4727	248.1617	149.5463	331.3185	406.2094	370.2485
MidMCP_f	70.3661	60.3836	53.9770	65.1935	64.8786	94.3217
RinMMCP_fCP	130.4749	81.0280	113.1268	102.5046	50.0871	110.5443
LitMCP_f	150.7465	95.1344	152.4167	144.7950	127.3111	172.1679
ThPIP	405.1170	345.2602	336.1645	462.4803	469.6380	535.6235
IndPIP	93.5314	106.7302	64.3174	142.4945	174.7038	159.2377
MidPIP	30.4186	26.1033	23.3337	28.1825	28.0464	40.7744
RinPIP	65.8162	40.8734	57.0652	51.7070	25.2657	55.7625
LitPIP	81.2357	51.2669	82.1358	78.0285	68.6066	92.7795
ThDIP	158.1838	134.8118	131.2603	180.5821	183.3769	209.1419
IndDIP	41.0849	46.8827	28.2523	62.5927	76.7410	69.9473
MidDIP	12.0237	10.3180	9.2232	11.1399	11.0860	16.1171
RinDIP	24.1453	14.9948	20.9349	18.9692	9.2690	20.4570
LitDIP	30.7156	19.3843	31.0559	29.5030	25.9405	35.0804
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	621.3491	530.5593	516.3088	709.1010	721.5031	821.8275
IndMCP_f	217.5199	249.3832	149.4634	331.7461	408.0634	370.5316
MidMCP_f	70.3823	60.4820	54.0723	65.2843	64.9613	94.4193
RinMMCP_fCP	130.8066	81.3163	113.3435	102.6742	50.0110	111.1066
LitMCP_f	151.1307	95.1452	153.4014	144.8133	127.4043	172.5696
ThPIP	405.6784	346.4018	337.0976	462.9715	471.0688	536.5706
IndPIP	93.5516	107.2555	64.2817	142.6784	175.5012	159.3594
MidPIP	30.4256	26.1458	23.3749	28.2218	28.0821	40.8165
RinPIP	65.9835	41.0189	57.1745	51.7925	25.2273	56.0461
LitPIP	81.4428	51.2728	82.6665	78.0384	68.6569	92.9960
ThDIP	158.4030	135.2576	131.6247	180.7739	183.9357	209.5117
IndDIP	41.0938	47.1135	28.2366	62.6734	77.0913	70.0008
MidDIP	12.0265	10.3348	9.2395	11.1554	11.1002	16.1338
RinDIP	24.2067	15.0482	20.9750	19.0006	9.2549	20.5611
LitDIP	30.7939	19.3865	31.2566	29.5067	25.9595	35.1622
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	622.2076	532.3150	517.7166	709.8624	723.7070	823.2736
IndMCP_f	217.5676	250.6156	149.3758	332.1820	409.9271	370.8119
MidMCP_f	70.3982	60.5811	54.1657	65.3745	65.0435	94.5154
RinMMCP_fCP	131.1354	81.6071	113.5550	102.8410	49.9324	111.6583
LitMCP_f	151.5157	95.1497	154.3791	144.8343	127.5012	172.9796
ThPIP	406.2389	347.5480	338.0168	463.4687	472.5078	537.5147
IndPIP	93.5722	107.7855	64.2440	142.8659	176.3028	159.4800
MidPIP	30.4325	26.1886	23.4153	28.2608	28.1177	40.8581
RinPIP	66.1494	41.1655	57.2812	51.8766	25.1877	56.3244
LitPIP	81.6503	51.2752	83.1933	78.0497	68.7091	93.2169
ThDIP	158.6219	135.7052	131.9835	180.9680	184.4975	209.8804
IndDIP	41.1028	47.3463	28.2201	62.7558	77.4434	70.0537
MidDIP	12.0292	10.3517	9.2555	11.1708	11.1142	16.1502
RinDIP	24.2676	15.1020	21.0142	19.0315	9.2403	20.6632
LitDIP	30.8724	19.3874	31.4558	29.5110	25.9792	35.2458
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	623.0646	534.0767	519.1022	710.6326	725.9220	824.7139
IndMCP_f	217.6158	251.8578	149.2837	332.6261	411.7994	371.0892
MidMCP_f	70.4139	60.6808	54.2571	65.4642	65.1252	94.6103
RinMMCP_fCP	131.4616	81.9002	113.7611	103.0049	49.8514	112.1988
LitMCP_f	151.9015	95.1479	155.3489	144.8578	127.6016	173.3977
ThPIP	406.7984	348.6983	338.9214	463.9715	473.9539	538.4551
IndPIP	93.5929	108.3198	64.2044	143.0569	177.1080	159.5993
MidPIP	30.4393	26.2317	23.4548	28.2995	28.1530	40.8991
RinPIP	66.3139	41.3134	57.3851	51.9593	25.1468	56.5971
LitPIP	81.8581	51.2742	83.7159	78.0624	68.7632	93.4422
ThDIP	158.8403	136.1543	132.3368	181.1644	185.0622	210.2476
IndDIP	41.1120	47.5809	28.2027	62.8397	77.7971	70.1061
MidDIP	12.0319	10.3687	9.2711	11.1861	11.1282	16.1664
RinDIP	24.3279	15.1562	21.0523	19.0618	9.2254	20.7632
LitDIP	30.9510	19.3870	31.6534	29.5158	25.9997	35.3309
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	623.9200	535.8434	520.4649	711.4112	728.1468	826.1472
IndMCP_f	217.6647	253.1090	149.1872	333.0784	413.6792	371.3632
MidMCP_f	70.4293	60.7812	54.3464	65.5534	65.2064	94.7036
RinMMCP_fCP	131.7849	82.1953	113.9618	103.1659	49.7680	112.7275
LitMCP_f	152.2880	95.1399	156.3104	144.8836	127.7054	173.8235
ThPIP	407.3569	349.8517	339.8112	464.4799	475.4065	539.3909
IndPIP	93.6139	108.8579	64.1629	143.2514	177.9165	159.7171
MidPIP	30.4459	26.2751	23.4934	28.3381	28.1881	40.9395
RinPIP	66.4770	41.4622	57.4864	52.0406	25.1048	56.8638
LitPIP	82.0664	51.2699	84.2341	78.0763	68.8191	93.6717
ThDIP	159.0584	136.6047	132.6842	181.3629	185.6293	210.6130
IndDIP	41.1212	47.8173	28.1844	62.9251	78.1522	70.1579
MidDIP	12.0345	10.3859	9.2864	11.2013	11.1420	16.1823
RinDIP	24.3878	15.2108	21.0895	19.0916	9.2099	20.8610
LitDIP	31.0297	19.3854	31.8493	29.5210	26.0208	35.4177
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	624.7739	537.6138	521.8043	712.1981	730.3801	827.5721
IndMCP_f	217.7142	254.3684	149.0865	333.5390	415.5654	371.6334
MidMCP_f	70.4444	60.8821	54.4337	65.6421	65.2871	94.7956
RinMMCP_fCP	132.1056	82.4923	114.1569	103.3240	49.6824	113.2438
LitMCP_f	152.6751	95.1257	157.2630	144.9116	127.8125	174.2569
ThPIP	407.9145	351.0077	340.6856	464.9936	476.8647	540.3212
IndPIP	93.6352	109.3996	64.1196	143.4495	178.7277	159.8333
MidPIP	30.4525	26.3188	23.5312	28.3764	28.2230	40.9792
RinPIP	66.6387	41.6120	57.5848	52.1203	25.0616	57.1242
LitPIP	82.2750	51.2623	84.7474	78.0914	68.8768	93.9052
ThDIP	159.2761	137.0560	133.0256	181.5635	186.1987	210.9762
IndDIP	41.1305	48.0552	28.1654	63.0122	78.5086	70.2089
MidDIP	12.0371	10.4031	9.3013	11.2165	11.1558	16.1981
RinDIP	24.4471	15.2658	21.1256	19.1208	9.1941	20.9566
LitDIP	31.1086	19.3825	32.0434	29.5267	26.0427	35.5060
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	625.6262	539.3869	523.1197	712.9926	732.6208	828.9872
IndMCP_f	217.7645	255.6349	148.9818	334.0078	417.4572	371.8997
MidMCP_f	70.4592	60.9835	54.5189	65.7302	65.3672	94.8861
RinMMCP_fCP	132.4234	82.7909	114.3465	103.4789	49.5946	113.7472
LitMCP_f	153.0627	95.1056	158.2062	144.9416	127.9229	174.6974
ThPIP	408.4709	352.1653	341.5445	465.5124	478.3276	541.2452
IndPIP	93.6569	109.9443	64.0746	143.6511	179.5413	159.9478
MidPIP	30.4588	26.3626	23.5680	28.4145	28.2576	41.0184
RinPIP	66.7991	41.7627	57.6804	52.1984	25.0173	57.3781
LitPIP	82.4839	51.2514	85.2557	78.1075	68.9363	94.1426
ThDIP	159.4934	137.5080	133.3610	181.7660	186.7699	211.3370
IndDIP	41.1400	48.2945	28.1456	63.1007	78.8660	70.2593
MidDIP	12.0396	10.4205	9.3158	11.2315	11.1695	16.2135
RinDIP	24.5059	15.3211	21.1606	19.1495	9.1778	21.0497
LitDIP	31.1876	19.3784	32.2356	29.5328	26.0652	35.5958
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	626.4767	541.1612	524.4106	713.7946	734.8677	830.3915
IndMCP_f	217.8155	256.9076	148.8732	334.4846	419.3534	372.1618
MidMCP_f	70.4735	61.0854	54.6020	65.8178	65.4466	94.9751
RinMMCP_fCP	132.7386	83.0910	114.5303	103.6306	49.5048	114.2370
LitMCP_f	153.4508	95.0795	159.1395	144.9734	128.0364	175.1447
ThPIP	409.0262	353.3237	342.3873	466.0360	479.7946	542.1620
IndPIP	93.6788	110.4917	64.0279	143.8562	180.3569	160.0605
MidPIP	30.4650	26.4066	23.6039	28.4524	28.2919	41.0568
RinPIP	66.9580	41.9141	57.7732	52.2749	24.9720	57.6252
LitPIP	82.6930	51.2374	85.7586	78.1247	68.9975	94.3836
ThDIP	159.7102	137.9604	133.6901	181.9705	187.3427	211.6950
IndDIP	41.1497	48.5350	28.1251	63.1908	79.2242	70.3088
MidDIP	12.0421	10.4379	9.3300	11.2465	11.1831	16.2287
RinDIP	24.5642	15.3766	21.1947	19.1776	9.1612	21.1404
LitDIP	31.2666	19.3731	32.4258	29.5393	26.0883	35.6869
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	627.3253	542.9355	525.6765	714.6036	737.1194	831.7836
IndMCP_f	217.8674	258.1855	148.7609	334.9695	421.2531	372.4194
MidMCP_f	70.4875	61.1875	54.6830	65.9048	65.5254	95.0626
RinMMCP_fCP	133.0509	83.3923	114.7084	103.7791	49.4129	114.7129
LitMCP_f	153.8392	95.0477	160.0624	145.0069	128.1530	175.5984
ThPIP	409.5802	354.4822	343.2138	466.5642	481.2647	543.0709
IndPIP	93.7011	111.0413	63.9796	144.0648	181.1739	160.1713
MidPIP	30.4710	26.4508	23.6389	28.4900	28.3260	41.0947
RinPIP	67.1156	42.0661	57.8630	52.3498	24.9256	57.8653
LitPIP	82.9023	51.2202	86.2560	78.1427	69.0603	94.6281
ThDIP	159.9265	138.4127	134.0128	182.1767	187.9168	212.0499
IndDIP	41.1595	48.7764	28.1039	63.2824	79.5831	70.3574
MidDIP	12.0444	10.4553	9.3439	11.2614	11.1966	16.2437
RinDIP	24.6220	15.4324	21.2276	19.2051	9.1442	21.2285
LitDIP	31.3458	19.3666	32.6138	29.5461	26.1120	35.7794
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	628.1719	544.7085	526.9171	715.4191	739.3749	833.1623
IndMCP_f	217.9201	259.4675	148.6449	335.4622	423.1554	372.6723
MidMCP_f	70.5009	61.2900	54.7619	65.9912	65.6036	95.1486
RinMMCP_fCP	133.3604	83.6947	114.8807	103.9242	49.3191	115.1743
LitMCP_f	154.2278	95.0101	160.9744	145.0419	128.2724	176.0581
ThPIP	410.1330	355.6398	344.0238	467.0966	482.7373	543.9711
IndPIP	93.7238	111.5926	63.9297	144.2767	181.9920	160.2801
MidPIP	30.4769	26.4951	23.6731	28.5273	28.3598	41.1318
RinPIP	67.2717	42.2186	57.9499	52.4231	24.8783	58.0980
LitPIP	83.1117	51.2000	86.7474	78.1616	69.1247	94.8759
ThDIP	160.1424	138.8647	134.3291	182.3846	188.4918	212.4014
IndDIP	41.1694	49.0186	28.0820	63.3755	79.9425	70.4052
MidDIP	12.0467	10.4728	9.3574	11.2761	11.2099	16.2584
RinDIP	24.6793	15.4883	21.2595	19.2319	9.1269	21.3138
LitDIP	31.4249	19.3590	32.7996	29.5533	26.1364	35.8730
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	629.0163	546.4789	528.1318	716.2408	741.6328	834.5265
IndMCP_f	217.9738	260.7526	148.5256	335.9626	425.0591	372.9203
MidMCP_f	70.5138	61.3927	54.8387	66.0770	65.6810	95.2331
RinMMCP_fCP	133.6670	83.9977	115.0472	104.0660	49.2234	115.6208
LitMCP_f	154.6164	94.9670	161.8750	145.0783	128.3947	176.5236
ThPIP	410.6843	356.7956	344.8169	467.6331	484.2115	544.8618
IndPIP	93.7469	112.1453	63.8784	144.4919	182.8108	160.3867
MidPIP	30.4825	26.5395	23.7063	28.5644	28.3933	41.1683
RinPIP	67.4264	42.3714	58.0339	52.4946	24.8301	58.3232
LitPIP	83.3212	51.1768	87.2328	78.1812	69.1906	95.1267
ThDIP	160.3576	139.3160	134.6387	182.5941	189.0674	212.7492
IndDIP	41.1796	49.2613	28.0594	63.4700	80.3021	70.4521
MidDIP	12.0489	10.4904	9.3705	11.2908	11.2231	16.2728
RinDIP	24.7360	15.5444	21.2903	19.2582	9.1092	21.3965
LitDIP	31.5041	19.3502	32.9831	29.5607	26.1613	35.9679
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	629.8583	548.2453	529.3204	717.0682	743.8919	835.8751
IndMCP_f	218.0284	262.0397	148.4030	336.4706	426.9634	373.1631
MidMCP_f	70.5263	61.4955	54.9134	66.1621	65.7577	95.3160
RinMMCP_fCP	133.9707	84.3013	115.2078	104.2043	49.1260	116.0519
LitMCP_f	155.0049	94.9185	162.7639	145.1159	128.5195	176.9944
ThPIP	411.2341	357.9489	345.5929	468.1733	485.6865	545.7422
IndPIP	93.7703	112.6989	63.8256	144.7103	183.6298	160.4912
MidPIP	30.4878	26.5839	23.7385	28.6012	28.4264	41.2042
RinPIP	67.5796	42.5246	58.1149	52.5644	24.7809	58.5407
LitPIP	83.5306	51.1506	87.7118	78.2015	69.2578	95.3804
ThDIP	160.5723	139.7663	134.9418	182.8051	189.6433	213.0930
IndDIP	41.1899	49.5045	28.0363	63.5660	80.6619	70.4979
MidDIP	12.0511	10.5080	9.3832	11.3054	11.2363	16.2870
RinDIP	24.7923	15.6006	21.3200	19.2838	9.0911	21.4762
LitDIP	31.5833	19.3403	33.1642	29.5683	26.1867	36.0638
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	630.6978	550.0064	530.4825	717.9010	746.1512	837.2069
IndMCP_f	218.0840	263.3279	148.2773	336.9858	428.8673	373.4005
MidMCP_f	70.5381	61.5984	54.9860	66.2466	65.8337	95.3973
RinMMCP_fCP	134.2714	84.6051	115.3624	104.3392	49.0270	116.4672
LitMCP_f	155.3932	94.8647	163.6406	145.1546	128.6468	177.4701
ThPIP	411.7821	359.0988	346.3516	468.7170	487.1615	546.6118
IndPIP	93.7943	113.2529	63.7716	144.9320	184.4486	160.5933
MidPIP	30.4929	26.6284	23.7699	28.6378	28.4593	41.2393
RinPIP	67.7313	42.6778	58.1929	52.6324	24.7309	58.7502
LitPIP	83.7398	51.1216	88.1842	78.2223	69.3265	95.6368
ThDIP	160.7863	140.2153	135.2380	183.0174	190.2193	213.4325
IndDIP	41.2004	49.7479	28.0125	63.6633	81.0215	70.5428
MidDIP	12.0531	10.5255	9.3956	11.3198	11.2492	16.3009
RinDIP	24.8479	15.6568	21.3486	19.3087	9.0728	21.5531
