ptint	 lfx	 lfy	 lfz	 rfx	 rfy	 rfz	 tfx	 tfy	 tfz	 trx	 try	 trz	 tmx	 tmy	 tmz	 tix	 tiy	 tiz	 tdx	 tdy	 tdz	 imx	 imy	 imz	 ipx	 ipy	 ipz	 iphx	 iphy	 iphz	 idx	 idy	 idz	 mmx	 mmy	 mmz	 mpx	 mpy	 mpz	 mphx	 mphy	 mphz	 mdx	 mdy	 mdz	 rmx	 rmy	 rmz	 rpx	 rpy	 rpz	 rphx	 rphy	 rphz	 rdx	 rdy	 rdz	 lmx	 lmy	 lmz	 lpx	 lpy	 lpz	 lphx	 lphy	 lphz	 ldx	 ldy	 ldz	 cxth	 cyth	 cxind	 cyind	 cxmid	 cymid	 cxrin	 cyrin	 cxlit	 cylit	 fth	 find	 fmid	 frin	 flit	 cbx	 cby	 cbz	 tqy	 tqz	 fg	 ftl	 ftr	 tx	 ty	 tz	 cond
    
0.0000	-30.9022	97.4273	81.8205	-11.7201	115.8993	83.2773	-3.5567	94.1561	75.1556	-1.3996	141.6815	53.5575	12.7550	133.1698	23.3225	19.3306	120.5042	-7.6665	32.4233	116.5538	-24.4382	30.6869	83.5269	53.5778	54.8683	55.9753	14.7514	57.8492	47.2328	-11.4875	56.5856	43.9716	-31.2413	5.7058	67.4953	63.0662	30.2190	30.1524	19.1059	31.1801	25.4636	-15.8282	30.4032	27.5738	-38.8873	-16.3249	58.0388	58.6756	-1.9872	26.2503	17.0788	-0.2076	20.7102	-19.3187	4.9774	22.2133	-38.3691	-40.3831	55.3893	57.2337	-34.6452	41.6105	15.8176	-32.9706	32.0898	-6.5108	-28.5087	30.6105	-22.4200	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3160	0.1672	0.0297	0.0441	0.0749	-3.7125	0.1124	-5.6891	0.0000	-0.0000	-0.0112	0.0013	0.0096	-0.0001	-0.0003	0.0008	4.0000
0.0000	-30.9012	97.4282	81.8214	-11.7196	115.9004	83.2779	-3.5556	94.1573	75.1566	-1.3997	141.6823	53.5574	12.7540	133.1696	23.3220	19.3290	120.5027	-7.6672	32.3387	116.5757	-24.5396	30.6881	83.5286	53.5773	54.8684	55.9787	14.7470	57.8470	47.2383	-11.4932	56.5810	43.9776	-31.2474	5.7075	67.4962	63.0665	30.2196	30.1554	19.1034	31.1788	25.4683	-15.8309	30.4004	27.5787	-38.8903	-16.3238	58.0394	58.6764	-1.9869	26.2525	17.0775	-0.2082	20.7150	-19.3208	4.9762	22.2187	-38.3710	-40.3814	55.3898	57.2351	-34.6442	41.6118	15.8186	-32.9698	32.0916	-6.5102	-28.5075	30.6126	-22.4200	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3160	0.1672	0.0297	0.0441	0.0749	-3.7125	0.1124	-5.6891	0.0000	-0.0000	-0.0114	0.0014	0.0098	-0.0001	-0.0003	0.0008	4.0000
0.0000	-30.9003	97.4292	81.8222	-11.7191	115.9015	83.2786	-3.5546	94.1586	75.1577	-1.3999	141.6832	53.5574	12.7529	133.1694	23.3215	19.3273	120.5012	-7.6679	32.2540	116.5975	-24.6410	30.6893	83.5303	53.5769	54.8685	55.9822	14.7425	57.8448	47.2440	-11.4990	56.5764	43.9838	-31.2536	5.7091	67.4972	63.0669	30.2203	30.1586	19.1010	31.1774	25.4732	-15.8336	30.3977	27.5839	-38.8933	-16.3226	58.0401	58.6773	-1.9865	26.2548	17.0763	-0.2088	20.7199	-19.3228	4.9750	22.2242	-38.3729	-40.3798	55.3903	57.2365	-34.6432	41.6132	15.8197	-32.9689	32.0935	-6.5096	-28.5063	30.6146	-22.4200	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3160	0.1672	0.0297	0.0441	0.0749	-3.7125	0.1124	-5.6891	0.0000	-0.0000	-0.0116	0.0015	0.0099	-0.0001	-0.0003	0.0008	4.0000
0.0000	-30.8993	97.4301	81.8232	-11.7186	115.9027	83.2792	-3.5535	94.1598	75.1588	-1.4000	141.6840	53.5574	12.7519	133.1692	23.3210	19.3256	120.4997	-7.6686	32.1693	116.6191	-24.7425	30.6906	83.5321	53.5765	54.8686	55.9857	14.7380	57.8426	47.2499	-11.5049	56.5718	43.9902	-31.2599	5.7109	67.4982	63.0673	30.2210	30.1617	19.0985	31.1761	25.4782	-15.8364	30.3949	27.5891	-38.8963	-16.3214	58.0407	58.6782	-1.9861	26.2571	17.0750	-0.2094	20.7249	-19.3249	4.9737	22.2298	-38.3749	-40.3781	55.3909	57.2379	-34.6421	41.6146	15.8207	-32.9680	32.0953	-6.5090	-28.5051	30.6168	-22.4200	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3160	0.1672	0.0297	0.0441	0.0749	-3.7125	0.1124	-5.6891	0.0000	-0.0000	-0.0119	0.0015	0.0101	-0.0001	-0.0003	0.0008	4.0000
0.0000	-30.8983	97.4311	81.8241	-11.7181	115.9039	83.2799	-3.5523	94.1611	75.1599	-1.4002	141.6850	53.5573	12.7508	133.1691	23.3205	19.3238	120.4981	-7.6692	32.0846	116.6406	-24.8438	30.6919	83.5339	53.5761	54.8688	55.9893	14.7334	57.8404	47.2558	-11.5109	56.5671	43.9967	-31.2664	5.7126	67.4991	63.0677	30.2217	30.1650	19.0959	31.1748	25.4833	-15.8393	30.3920	27.5946	-38.8994	-16.3201	58.0414	58.6792	-1.9857	26.2595	17.0737	-0.2100	20.7301	-19.3270	4.9724	22.2355	-38.3769	-40.3763	55.3914	57.2395	-34.6410	41.6161	15.8219	-32.9671	32.0973	-6.5084	-28.5039	30.6190	-22.4199	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3160	0.1672	0.0297	0.0441	0.0749	-3.7125	0.1124	-5.6891	0.0000	-0.0000	-0.0121	0.0016	0.0103	-0.0001	-0.0003	0.0008	4.0000
0.0000	-30.8973	97.4322	81.8251	-11.7175	115.9051	83.2807	-3.5512	94.1624	75.1611	-1.4004	141.6859	53.5573	12.7497	133.1689	23.3200	19.3221	120.4964	-7.6698	32.0001	116.6620	-24.9450	30.6932	83.5357	53.5758	54.8690	55.9931	14.7287	57.8381	47.2619	-11.5170	56.5623	44.0034	-31.2730	5.7144	67.5002	63.0682	30.2224	30.1683	19.0933	31.1734	25.4885	-15.8422	30.3891	27.6002	-38.9025	-16.3188	58.0421	58.6802	-1.9852	26.2620	17.0725	-0.2105	20.7353	-19.3292	4.9711	22.2414	-38.3789	-40.3746	55.3919	57.2410	-34.6398	41.6176	15.8230	-32.9662	32.0992	-6.5078	-28.5026	30.6213	-22.4199	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3160	0.1672	0.0297	0.0441	0.0749	-3.7125	0.1124	-5.6891	0.0000	-0.0000	-0.0124	0.0017	0.0105	-0.0001	-0.0003	0.0008	4.0000
0.0000	-30.8963	97.4332	81.8262	-11.7170	115.9064	83.2814	-3.5500	94.1637	75.1623	-1.4005	141.6868	53.5573	12.7486	133.1687	23.3195	19.3203	120.4946	-7.6705	31.9157	116.6832	-25.0460	30.6946	83.5376	53.5755	54.8692	55.9969	14.7240	57.8359	47.2681	-11.5232	56.5576	44.0103	-31.2797	5.7163	67.5012	63.0687	30.2232	30.1718	19.0907	31.1720	25.4938	-15.8451	30.3862	27.6059	-38.9057	-16.3175	58.0428	58.6813	-1.9847	26.2644	17.0712	-0.2111	20.7407	-19.3313	4.9698	22.2474	-38.3810	-40.3728	55.3925	57.2426	-34.6386	41.6191	15.8242	-32.9652	32.1013	-6.5071	-28.5013	30.6236	-22.4198	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3160	0.1672	0.0297	0.0441	0.0749	-3.7125	0.1124	-5.6891	0.0000	-0.0000	-0.0126	0.0018	0.0107	-0.0001	-0.0003	0.0008	4.0000
0.0000	-30.8953	97.4343	81.8273	-11.7164	115.9076	83.2822	-3.5489	94.1651	75.1635	-1.4007	141.6878	53.5573	12.7474	133.1685	23.3190	19.3185	120.4928	-7.6711	31.8315	116.7041	-25.1466	30.6960	83.5395	53.5752	54.8695	56.0007	14.7193	57.8337	47.2745	-11.5295	56.5528	44.0174	-31.2866	5.7182	67.5023	63.0693	30.2239	30.1752	19.0881	31.1707	25.4993	-15.8481	30.3832	27.6118	-38.9089	-16.3161	58.0435	58.6824	-1.9842	26.2670	17.0698	-0.2117	20.7462	-19.3335	4.9684	22.2535	-38.3831	-40.3710	55.3931	57.2443	-34.6374	41.6207	15.8254	-32.9641	32.1034	-6.5064	-28.4999	30.6260	-22.4196	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3160	0.1673	0.0297	0.0441	0.0749	-3.7125	0.1124	-5.6891	0.0000	-0.0000	-0.0128	0.0019	0.0109	-0.0001	-0.0003	0.0008	4.0000
0.0000	-30.8942	97.4354	81.8284	-11.7158	115.9090	83.2830	-3.5477	94.1665	75.1648	-1.4009	141.6888	53.5573	12.7463	133.1682	23.3185	19.3167	120.4909	-7.6716	31.7477	116.7249	-25.2467	30.6974	83.5415	53.5749	54.8697	56.0047	14.7145	57.8314	47.2810	-11.5358	56.5480	44.0246	-31.2935	5.7201	67.5034	63.0700	30.2248	30.1788	19.0854	31.1693	25.5048	-15.8511	30.3802	27.6178	-38.9122	-16.3147	58.0442	58.6835	-1.9837	26.2696	17.0685	-0.2123	20.7518	-19.3358	4.9670	22.2598	-38.3852	-40.3691	55.3936	57.2460	-34.6361	41.6222	15.8267	-32.9631	32.1055	-6.5056	-28.4985	30.6284	-22.4195	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3160	0.1673	0.0297	0.0441	0.0749	-3.7125	0.1124	-5.6891	0.0000	-0.0000	-0.0131	0.0021	0.0110	-0.0001	-0.0003	0.0007	4.0000
