ptint	 lfx	 lfy	 lfz	 rfx	 rfy	 rfz	 tfx	 tfy	 tfz	 trx	 try	 trz	 tmx	 tmy	 tmz	 tix	 tiy	 tiz	 tdx	 tdy	 tdz	 imx	 imy	 imz	 ipx	 ipy	 ipz	 iphx	 iphy	 iphz	 idx	 idy	 idz	 mmx	 mmy	 mmz	 mpx	 mpy	 mpz	 mphx	 mphy	 mphz	 mdx	 mdy	 mdz	 rmx	 rmy	 rmz	 rpx	 rpy	 rpz	 rphx	 rphy	 rphz	 rdx	 rdy	 rdz	 lmx	 lmy	 lmz	 lpx	 lpy	 lpz	 lphx	 lphy	 lphz	 ldx	 ldy	 ldz	 cxth	 cyth	 cxind	 cyind	 cxmid	 cymid	 cxrin	 cyrin	 cxlit	 cylit	 fth	 find	 fmid	 frin	 flit	 cbx	 cby	 cbz	 tqy	 tqz	 fg	 ftl	 ftr	 tx	 ty	 tz	 cond
    
0.0000	-13.7013	147.8145	98.4983	4.6659	165.4834	88.4822	11.6302	141.6934	87.0067	10.1435	180.3814	51.9737	22.8907	162.1708	24.8429	28.4951	138.8317	0.3102	38.2641	129.2630	-18.2582	40.1960	121.0147	65.2400	60.1383	80.1965	41.0189	63.3082	59.1614	24.0143	63.7008	45.1335	10.6927	19.3868	112.1883	84.7688	37.3043	60.4877	58.7374	40.4832	35.0360	37.5469	43.1210	17.7709	23.6174	-2.6428	104.1481	87.3407	9.6755	58.1490	66.7864	12.7303	29.4567	47.3480	19.4260	15.1770	35.1751	-25.7702	102.9854	91.7693	-25.2910	67.5597	73.4016	-25.4314	45.1219	65.3958	-21.5864	30.9238	57.5181	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6386	0.3241	0.0464	0.1302	0.1378	1.8050	-0.1226	-2.5026	0.0000	-0.0000	-0.0008	-0.0009	-0.0002	0.0000	-0.0000	0.0000	3.0000
0.0000	-13.7034	147.8229	98.4968	4.6654	165.4920	88.4824	11.6290	141.7000	87.0065	10.1416	180.3900	51.9715	22.8852	162.1781	24.8390	28.4838	138.8358	0.3049	38.2494	129.2654	-18.2654	40.1923	121.0206	65.2359	60.1303	80.1988	41.0101	63.2905	59.1682	24.0009	63.6761	45.1441	10.6744	19.3840	112.1931	84.7678	37.2907	60.4918	58.7216	40.4551	35.0503	37.5187	43.0802	17.7952	23.5756	-2.6475	104.1520	87.3414	9.6559	58.1548	66.7643	12.6965	29.4729	47.3099	19.3843	15.1965	35.1271	-25.7752	102.9895	91.7741	-25.3014	67.5692	73.3846	-25.4416	45.1365	65.3662	-21.6018	30.9446	57.4750	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6386	0.3241	0.0464	0.1302	0.1378	1.8050	-0.1226	-2.5026	0.0000	-0.0000	-0.0010	-0.0009	-0.0003	0.0000	-0.0000	0.0000	3.0000
0.0000	-13.7061	147.8312	98.4953	4.6645	165.5006	88.4829	11.6273	141.7065	87.0067	10.1395	180.3986	51.9696	22.8797	162.1854	24.8353	28.4723	138.8399	0.2999	38.2344	129.2678	-18.2725	40.1882	121.0264	65.2323	60.1219	80.2010	41.0018	63.2723	59.1749	23.9878	63.6507	45.1548	10.6560	19.3807	112.1979	84.7671	37.2766	60.4956	58.7062	40.4261	35.0649	37.4902	43.0381	17.8206	23.5328	-2.6528	104.1558	87.3423	9.6356	58.1606	66.7420	12.6620	29.4894	47.2711	19.3418	15.2167	35.0780	-25.7808	102.9935	91.7789	-25.3122	67.5789	73.3669	-25.4521	45.1515	65.3356	-21.6176	30.9659	57.4305	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6386	0.3241	0.0464	0.1302	0.1378	1.8050	-0.1226	-2.5026	0.0000	-0.0000	-0.0011	-0.0008	-0.0004	0.0000	-0.0000	0.0000	3.0000
0.0000	-13.7094	147.8395	98.4938	4.6631	165.5091	88.4838	11.6252	141.7130	87.0072	10.1372	180.4072	51.9682	22.8740	162.1927	24.8321	28.4607	138.8440	0.2951	38.2192	129.2703	-18.2793	40.1837	121.0321	65.2293	60.1132	80.2030	40.9941	63.2535	59.1816	23.9749	63.6246	45.1658	10.6378	19.3769	112.2025	84.7669	37.2619	60.4992	58.6911	40.3962	35.0798	37.4613	42.9948	17.8470	23.4892	-2.6587	104.1595	87.3434	9.6147	58.1664	66.7194	12.6267	29.5063	47.2314	19.2984	15.2377	35.0278	-25.7870	102.9975	91.7837	-25.3236	67.5888	73.3486	-25.4631	45.1668	65.3040	-21.6338	30.9877	57.3848	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6386	0.3241	0.0464	0.1302	0.1378	1.8050	-0.1226	-2.5026	0.0000	-0.0000	-0.0013	-0.0008	-0.0005	0.0000	-0.0000	0.0000	3.0000
0.0000	-13.7133	147.8478	98.4924	4.6613	165.5175	88.4851	11.6225	141.7193	87.0082	10.1348	180.4158	51.9671	22.8683	162.1999	24.8292	28.4489	138.8481	0.2906	38.2038	129.2727	-18.2859	40.1789	121.0377	65.2269	60.1040	80.2048	40.9871	63.2342	59.1883	23.9625	63.5978	45.1770	10.6195	19.3725	112.2069	84.7671	37.2466	60.5026	58.6763	40.3654	35.0949	37.4322	42.9501	17.8745	23.4446	-2.6652	104.1630	87.3446	9.5932	58.1721	66.6967	12.5906	29.5236	47.1909	19.2542	15.2594	34.9764	-25.7939	103.0014	91.7884	-25.3355	67.5988	73.3296	-25.4746	45.1825	65.2712	-21.6504	31.0102	57.3377	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6386	0.3241	0.0464	0.1302	0.1378	1.8050	-0.1226	-2.5026	0.0000	-0.0000	-0.0014	-0.0007	-0.0007	0.0000	-0.0000	0.0000	3.0000
0.0000	-13.7178	147.8560	98.4910	4.6590	165.5258	88.4867	11.6193	141.7256	87.0096	10.1323	180.4244	51.9665	22.8626	162.2071	24.8268	28.4370	138.8523	0.2863	38.1883	129.2752	-18.2922	40.1737	121.0432	65.2252	60.0945	80.2063	40.9807	63.2144	59.1948	23.9503	63.5703	45.1884	10.6014	19.3676	112.2113	84.7677	37.2307	60.5056	58.6619	40.3337	35.1103	37.4027	42.9041	17.9030	23.3991	-2.6723	104.1665	87.3460	9.5710	58.1778	66.6738	12.5538	29.5413	47.1496	19.2091	15.2819	34.9240	-25.8014	103.0052	91.7930	-25.3478	67.6089	73.3099	-25.4865	45.1985	65.2372	-21.6673	31.0331	57.2893	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6386	0.3241	0.0464	0.1302	0.1378	1.8050	-0.1226	-2.5026	0.0000	-0.0000	-0.0016	-0.0007	-0.0008	0.0000	-0.0000	0.0000	3.0000
0.0000	-13.7229	147.8642	98.4896	4.6562	165.5340	88.4887	11.6156	141.7317	87.0114	10.1297	180.4329	51.9663	22.8567	162.2143	24.8247	28.4249	138.8564	0.2824	38.1725	129.2777	-18.2982	40.1680	121.0485	65.2242	60.0846	80.2077	40.9750	63.1939	59.2013	23.9386	63.5420	45.2001	10.5833	19.3620	112.2155	84.7688	37.2142	60.5084	58.6480	40.3011	35.1260	37.3730	42.8568	17.9326	23.3527	-2.6800	104.1699	87.3476	9.5481	58.1834	66.6507	12.5161	29.5593	47.1076	19.1631	15.3052	34.8704	-25.8095	103.0089	91.7976	-25.3607	67.6192	73.2895	-25.4989	45.2149	65.2022	-21.6847	31.0566	57.2395	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6386	0.3241	0.0464	0.1302	0.1378	1.8050	-0.1226	-2.5026	0.0000	-0.0000	-0.0017	-0.0006	-0.0009	0.0000	-0.0000	-0.0000	3.0000
0.0000	-13.7287	147.8723	98.4882	4.6529	165.5421	88.4912	11.6113	141.7376	87.0136	10.1269	180.4413	51.9666	22.8507	162.2214	24.8232	28.4127	138.8606	0.2789	38.1565	129.2803	-18.3040	40.1620	121.0537	65.2239	60.0742	80.2087	40.9701	63.1730	59.2076	23.9273	63.5129	45.2119	10.5653	19.3559	112.2195	84.7704	37.1972	60.5109	58.6344	40.2675	35.1419	37.3431	42.8082	17.9633	23.3054	-2.6883	104.1731	87.3495	9.5245	58.1890	66.6275	12.4778	29.5778	47.0647	19.1162	15.3293	34.8156	-25.8184	103.0125	91.8020	-25.3742	67.6296	73.2685	-25.5118	45.2316	65.1659	-21.7025	31.0807	57.1884	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6386	0.3241	0.0464	0.1302	0.1378	1.8050	-0.1226	-2.5026	0.0000	-0.0000	-0.0019	-0.0005	-0.0010	0.0000	-0.0000	-0.0000	3.0000
0.0000	-13.7352	147.8803	98.4869	4.6490	165.5501	88.4940	11.6064	141.7435	87.0163	10.1239	180.4497	51.9673	22.8447	162.2285	24.8221	28.4003	138.8647	0.2756	38.1404	129.2828	-18.3095	40.1555	121.0588	65.2243	60.0634	80.2095	40.9659	63.1514	59.2139	23.9164	63.4831	45.2240	10.5474	19.3491	112.2234	84.7724	37.1794	60.5131	58.6214	40.2330	35.1581	37.3128	42.7582	17.9951	23.2571	-2.6974	104.1761	87.3515	9.5002	58.1945	66.6041	12.4386	29.5966	47.0210	19.0685	15.3541	34.7598	-25.8279	103.0160	91.8064	-25.3881	67.6402	73.2466	-25.5252	45.2487	65.1285	-21.7208	31.1054	57.1358	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6386	0.3241	0.0464	0.1302	0.1378	1.8050	-0.1226	-2.5026	0.0000	-0.0000	-0.0020	-0.0005	-0.0011	0.0000	-0.0000	-0.0000	3.0000
